,data,valor,modalidade,longo_prazo_deflacionado
484,2018-03,2.37,Empréstimo com consignação em folha,279959813308.33295
485,2018-03,2.37,Empréstimo sem consignação em folha,52284363488.28801
486,2018-03,2.37,Habitacional,669670440224.2072
487,2018-03,2.37,Outros créditos,56663238968.92347
488,2018-03,2.37,Rural e agroindustrial,154548257563.79224
489,2018-03,2.37,Veículos,102591529447.3268
490,2018-04,2.37,Cartão de crédito,3522319573.481287
491,2018-04,2.37,Empréstimo com consignação em folha,281686806639.60736
492,2018-04,2.37,Empréstimo sem consignação em folha,52703476361.60799
493,2018-04,2.37,Habitacional,672139263064.9863
494,2018-04,2.37,Outros créditos,57339181035.42096
495,2018-04,2.37,Rural e agroindustrial,158433030537.8838
496,2018-04,2.37,Veículos,104178765419.3711
497,2018-05,2.27,Cartão de crédito,3523785705.00178
498,2018-05,2.27,Empréstimo com consignação em folha,284797834975.10803
499,2018-05,2.27,Empréstimo sem consignação em folha,53461946068.737946
500,2018-05,2.27,Habitacional,674694582329.718
501,2018-05,2.27,Outros créditos,57287796753.35836
502,2018-05,2.27,Rural e agroindustrial,159623536689.30627
503,2018-05,2.27,Veículos,105185326583.39384
504,2018-06,2.24,Cartão de crédito,3648115319.3258286
505,2018-06,2.24,Empréstimo com consignação em folha,286187238306.6921
506,2018-06,2.24,Empréstimo sem consignação em folha,54065552246.36897
507,2018-06,2.24,Habitacional,676116023905.2717
508,2018-06,2.24,Outros créditos,57753567112.36504
509,2018-06,2.24,Rural e agroindustrial,162033687890.08536
510,2018-06,2.24,Veículos,105622706168.32028
511,2018-07,2.21,Cartão de crédito,3648447302.4551783
512,2018-07,2.21,Empréstimo com consignação em folha,285045975755.7886
513,2018-07,2.21,Empréstimo sem consignação em folha,54199504658.84372
514,2018-07,2.21,Habitacional,671389081376.4523
515,2018-07,2.21,Outros créditos,56936969083.28248
516,2018-07,2.21,Rural e agroindustrial,159166508236.18393
517,2018-07,2.21,Veículos,105398022207.03192
518,2018-08,2.20,Cartão de crédito,3707863600.2677984
519,2018-08,2.20,Empréstimo com consignação em folha,287490045978.5801
520,2018-08,2.20,Empréstimo sem consignação em folha,55648049040.003136
521,2018-08,2.20,Habitacional,673678172659.2024
522,2018-08,2.20,Outros créditos,58247762686.24126
523,2018-08,2.20,Rural e agroindustrial,159806999186.631
524,2018-08,2.20,Veículos,107277561839.71521
525,2018-09,2.20,Cartão de crédito,3886468417.7683883
526,2018-09,2.20,Empréstimo com consignação em folha,289799312022.3623
527,2018-09,2.20,Empréstimo sem consignação em folha,56946061602.66611
528,2018-09,2.20,Habitacional,677849026244.647
529,2018-09,2.20,Outros créditos,58117396054.33374
530,2018-09,2.20,Rural e agroindustrial,160536167823.9818
531,2018-09,2.20,Veículos,108714354761.78484
532,2018-10,2.21,Cartão de crédito,3843398492.81321
533,2018-10,2.21,Empréstimo com consignação em folha,291139380341.1579
534,2018-10,2.21,Empréstimo sem consignação em folha,57736605160.58343
535,2018-10,2.21,Habitacional,678570221692.3785
536,2018-10,2.21,Outros créditos,58457183895.79117
537,2018-10,2.21,Rural e agroindustrial,160958592951.92368
538,2018-10,2.21,Veículos,109971148832.22087
539,2018-11,2.21,Cartão de crédito,4146460087.0421624
540,2018-11,2.21,Empréstimo com consignação em folha,288141864775.6774
541,2018-11,2.21,Empréstimo sem consignação em folha,58217981951.00192
542,2018-11,2.21,Habitacional,679784440167.5913
543,2018-11,2.21,Outros créditos,56726000037.8867
544,2018-11,2.21,Rural e agroindustrial,160664805441.89764
545,2018-11,2.21,Veículos,110040656097.3049
546,2018-12,2.12,Cartão de crédito,4256088775.9021544
547,2018-12,2.12,Empréstimo com consignação em folha,290122306089.69147
548,2018-12,2.12,Empréstimo sem consignação em folha,59612570009.15247
549,2018-12,2.12,Habitacional,684428585654.5698
550,2018-12,2.12,Outros créditos,57268648865.28419
551,2018-12,2.12,Rural e agroindustrial,161013094127.58994
552,2018-12,2.12,Veículos,112237749747.14621
553,2019-01,2.21,Cartão de crédito,4323355898.387364
554,2019-01,2.21,Empréstimo com consignação em folha,292786620289.15466
555,2019-01,2.21,Empréstimo sem consignação em folha,60624686472.68433
556,2019-01,2.21,Habitacional,683705471895.2299
557,2019-01,2.21,Outros créditos,52854175060.16372
558,2019-01,2.21,Rural e agroindustrial,164478514977.47083
559,2019-01,2.21,Veículos,114184579042.18312
560,2019-02,2.25,Cartão de crédito,4660603484.60181
561,2019-02,2.25,Empréstimo com consignação em folha,296363812239.57477
562,2019-02,2.25,Empréstimo sem consignação em folha,59137675262.61716
563,2019-02,2.25,Habitacional,685734100947.7876
564,2019-02,2.25,Outros créditos,51775676985.44099
565,2019-02,2.25,Rural e agroindustrial,164372423931.01096
566,2019-02,2.25,Veículos,115875151945.98015
567,2019-03,2.28,Cartão de crédito,4746522728.736067
568,2019-03,2.28,Empréstimo com consignação em folha,297704623815.0903
569,2019-03,2.28,Empréstimo sem consignação em folha,59897189154.76838
570,2019-03,2.28,Habitacional,686127917780.2832
571,2019-03,2.28,Outros créditos,52658986853.456055
572,2019-03,2.28,Rural e agroindustrial,165043680861.67056
573,2019-03,2.28,Veículos,116260258251.50964
574,2019-04,2.28,Cartão de crédito,4913892541.768019
575,2019-04,2.28,Empréstimo com consignação em folha,300612014367.26587
576,2019-04,2.28,Empréstimo sem consignação em folha,60551371391.95315
577,2019-04,2.28,Habitacional,683889213143.0388
578,2019-04,2.28,Outros créditos,53809131667.44382
579,2019-04,2.28,Rural e agroindustrial,165492834691.68158
580,2019-04,2.28,Veículos,117352398490.8655
581,2019-05,2.27,Cartão de crédito,5021906589.806633
582,2019-05,2.27,Empréstimo com consignação em folha,303274143314.2431
583,2019-05,2.27,Empréstimo sem consignação em folha,61485296190.68395
584,2019-05,2.27,Habitacional,683572905829.3281
585,2019-05,2.27,Outros créditos,54825693452.32596
586,2019-05,2.27,Rural e agroindustrial,163836587593.60876
587,2019-05,2.27,Veículos,118708886359.35265
588,2019-06,2.28,Cartão de crédito,5185272014.34084
589,2019-06,2.28,Empréstimo com consignação em folha,306708834263.3332
590,2019-06,2.28,Empréstimo sem consignação em folha,62717474882.06035
591,2019-06,2.28,Habitacional,687187095869.5143
592,2019-06,2.28,Outros créditos,55119276353.67229
593,2019-06,2.28,Rural e agroindustrial,164362606565.37817
594,2019-06,2.28,Veículos,120214505543.37729
595,2019-07,2.26,Cartão de crédito,5480501134.843417
596,2019-07,2.26,Empréstimo com consignação em folha,311313670818.8817
597,2019-07,2.26,Empréstimo sem consignação em folha,63746370590.69852
598,2019-07,2.26,Habitacional,687223513735.8689
599,2019-07,2.26,Outros créditos,55441796840.27452
600,2019-07,2.26,Rural e agroindustrial,161298336435.96292
601,2019-07,2.26,Veículos,122303437350.7202
602,2019-08,2.27,Cartão de crédito,5642427598.679949
603,2019-08,2.27,Empréstimo com consignação em folha,315397650986.19965
604,2019-08,2.27,Empréstimo sem consignação em folha,64732186710.96635
605,2019-08,2.27,Habitacional,688222543736.2107
606,2019-08,2.27,Outros créditos,57314762378.93926
607,2019-08,2.27,Rural e agroindustrial,161864552944.37012
608,2019-08,2.27,Veículos,124724069951.18951
609,2019-09,2.22,Cartão de crédito,5733506084.216788
610,2019-09,2.22,Empréstimo com consignação em folha,319025701806.21014
611,2019-09,2.22,Empréstimo sem consignação em folha,65723752759.824585
612,2019-09,2.22,Habitacional,693659237047.2885
613,2019-09,2.22,Outros créditos,56730854586.052155
614,2019-09,2.22,Rural e agroindustrial,163742621107.89325
615,2019-09,2.22,Veículos,126891064635.12955
616,2019-10,2.17,Cartão de crédito,5869613107.385458
617,2019-10,2.17,Empréstimo com consignação em folha,323999221372.0949
618,2019-10,2.17,Empréstimo sem consignação em folha,67074923647.93063
619,2019-10,2.17,Habitacional,695594339925.38
620,2019-10,2.17,Outros créditos,57283618840.05424
621,2019-10,2.17,Rural e agroindustrial,165257562609.80734
622,2019-10,2.17,Veículos,129691052683.59491
623,2019-11,2.19,Cartão de crédito,6250064664.850101
624,2019-11,2.19,Empréstimo com consignação em folha,328479663598.9077
625,2019-11,2.19,Empréstimo sem consignação em folha,68506428337.8246
626,2019-11,2.19,Habitacional,700973846371.3608
627,2019-11,2.19,Outros créditos,57368057130.084915
628,2019-11,2.19,Rural e agroindustrial,166458520702.742
629,2019-11,2.19,Veículos,132505018184.723
630,2019-12,2.10,Cartão de crédito,6221143542.397485
631,2019-12,2.10,Empréstimo com consignação em folha,329511003877.69867
632,2019-12,2.10,Empréstimo sem consignação em folha,69288013050.26324
633,2019-12,2.10,Habitacional,702680840246.9991
634,2019-12,2.10,Outros créditos,57267030604.24111
635,2019-12,2.10,Rural e agroindustrial,166991677717.83502
636,2019-12,2.10,Veículos,134801274138.17274
637,2020-01,2.09,Cartão de crédito,6452981384.009932
638,2020-01,2.09,Empréstimo com consignação em folha,330547818880.4416
639,2020-01,2.09,Empréstimo sem consignação em folha,69843296069.88503
640,2020-01,2.09,Habitacional,696900159556.8159
641,2020-01,2.09,Outros créditos,58376317203.06879
642,2020-01,2.09,Rural e agroindustrial,166694662005.1972
643,2020-01,2.09,Veículos,135765552297.2382
644,2020-02,2.13,Cartão de crédito,6571046504.671197
645,2020-02,2.13,Empréstimo com consignação em folha,334539980296.66034
646,2020-02,2.13,Empréstimo sem consignação em folha,70887620741.26723
647,2020-02,2.13,Habitacional,698858457774.1063
648,2020-02,2.13,Outros créditos,58226863376.40763
649,2020-02,2.13,Rural e agroindustrial,167713494181.6659
650,2020-02,2.13,Veículos,136795538416.024
651,2020-03,2.10,Cartão de crédito,9164052364.154627
652,2020-03,2.10,Empréstimo com consignação em folha,337083545828.5277
653,2020-03,2.10,Empréstimo sem consignação em folha,71315206222.43175
654,2020-03,2.10,Habitacional,702126459693.0524
655,2020-03,2.10,Outros créditos,62765886135.08562
656,2020-03,2.10,Rural e agroindustrial,171569232733.8246
657,2020-03,2.10,Veículos,135843169532.0977
658,2020-04,2.02,Cartão de crédito,9651114162.116674
659,2020-04,2.02,Empréstimo com consignação em folha,338144916035.0656
660,2020-04,2.02,Empréstimo sem consignação em folha,72041118042.73048
661,2020-04,2.02,Habitacional,709164274697.0814
662,2020-04,2.02,Outros créditos,67209717393.851746
663,2020-04,2.02,Rural e agroindustrial,175260334181.46365
664,2020-04,2.02,Veículos,135016139193.19148
665,2020-05,1.97,Cartão de crédito,9771230829.166265
666,2020-05,1.97,Empréstimo com consignação em folha,340392460946.0449
667,2020-05,1.97,Empréstimo sem consignação em folha,72292712340.66072
668,2020-05,1.97,Habitacional,718687175106.7543
669,2020-05,1.97,Outros créditos,69927398101.24396
670,2020-05,1.97,Rural e agroindustrial,176312935242.0197
671,2020-05,1.97,Veículos,133808643564.02951
672,2020-06,1.87,Cartão de crédito,10028972446.645262
673,2020-06,1.87,Empréstimo com consignação em folha,344999123254.9413
674,2020-06,1.87,Empréstimo sem consignação em folha,74015632962.5906
675,2020-06,1.87,Habitacional,731751674269.1854
676,2020-06,1.87,Outros créditos,72511341705.71619
677,2020-06,1.87,Rural e agroindustrial,179558918570.776
678,2020-06,1.87,Veículos,134901829746.08157
679,2020-07,1.85,Cartão de crédito,10301346815.294735
680,2020-07,1.85,Empréstimo com consignação em folha,349592844308.9834
681,2020-07,1.85,Empréstimo sem consignação em folha,75635743651.55623
682,2020-07,1.85,Habitacional,737105940857.5344
683,2020-07,1.85,Outros créditos,73055047672.10133
684,2020-07,1.85,Rural e agroindustrial,179636118668.68155
685,2020-07,1.85,Veículos,135538030868.71484
686,2020-08,1.80,Cartão de crédito,10318027611.659891
687,2020-08,1.80,Empréstimo com consignação em folha,351723787003.1231
688,2020-08,1.80,Empréstimo sem consignação em folha,76236318128.66258
689,2020-08,1.80,Habitacional,743696482691.7845
690,2020-08,1.80,Outros créditos,75095124479.32002
691,2020-08,1.80,Rural e agroindustrial,181258132484.63602
692,2020-08,1.80,Veículos,136434805238.9424
693,2020-09,1.77,Cartão de crédito,10298428489.946419
694,2020-09,1.77,Empréstimo com consignação em folha,356916732815.2593
695,2020-09,1.77,Empréstimo sem consignação em folha,79383589254.10143
696,2020-09,1.77,Habitacional,749783633682.7543
697,2020-09,1.77,Outros créditos,76421743381.5483
698,2020-09,1.77,Rural e agroindustrial,184926065619.71417
699,2020-09,1.77,Veículos,138452814785.58145
700,2020-10,1.80,Cartão de crédito,10316054030.166203
701,2020-10,1.80,Empréstimo com consignação em folha,365973973986.5049
702,2020-10,1.80,Empréstimo sem consignação em folha,81585690532.31596
703,2020-10,1.80,Habitacional,753295285297.3151
704,2020-10,1.80,Outros créditos,77099663707.42229
705,2020-10,1.80,Rural e agroindustrial,186876489193.47992
706,2020-10,1.80,Veículos,139854925165.88837
707,2020-11,1.77,Cartão de crédito,10714312312.904388
708,2020-11,1.77,Empréstimo com consignação em folha,372575990927.734
709,2020-11,1.77,Empréstimo sem consignação em folha,85279348412.74452
710,2020-11,1.77,Habitacional,755815776740.1136
711,2020-11,1.77,Outros créditos,76918880353.83221
712,2020-11,1.77,Rural e agroindustrial,186686891165.38882
713,2020-11,1.77,Veículos,141597686642.72058
714,2020-12,1.74,Cartão de crédito,10335774550.59751
715,2020-12,1.74,Empréstimo com consignação em folha,375208471057.1546
716,2020-12,1.74,Empréstimo sem consignação em folha,87786294067.408
717,2020-12,1.74,Habitacional,758689109463.3303
718,2020-12,1.74,Outros créditos,76603065650.48079
719,2020-12,1.74,Rural e agroindustrial,188234414321.67087
720,2020-12,1.74,Veículos,143816618706.89008
721,2021-01,1.83,Cartão de crédito,10259581089.941483
722,2021-01,1.83,Empréstimo com consignação em folha,373504529981.6288
723,2021-01,1.83,Empréstimo sem consignação em folha,87212722394.9613
724,2021-01,1.83,Habitacional,754344790684.1779
725,2021-01,1.83,Outros créditos,75443055549.22139
726,2021-01,1.83,Rural e agroindustrial,187644278188.5089
727,2021-01,1.83,Veículos,142719633441.6863
728,2021-02,1.85,Cartão de crédito,10349142071.694895
729,2021-02,1.85,Empréstimo com consignação em folha,376402502902.30457
730,2021-02,1.85,Empréstimo sem consignação em folha,88782736332.41888
731,2021-02,1.85,Habitacional,759886266491.8394
732,2021-02,1.85,Outros créditos,75675782541.452
733,2021-02,1.85,Rural e agroindustrial,189284119324.00815
734,2021-02,1.85,Veículos,144108777118.79102
735,2021-03,1.87,Cartão de crédito,10835795603.912148
736,2021-03,1.87,Empréstimo com consignação em folha,377455854848.9002
737,2021-03,1.87,Empréstimo sem consignação em folha,90366903118.12946
738,2021-03,1.87,Habitacional,763624475841.0416
739,2021-03,1.87,Outros créditos,76835179211.60211
740,2021-03,1.87,Rural e agroindustrial,194788004541.42136
741,2021-03,1.87,Veículos,142909149116.07468
742,2021-04,1.89,Cartão de crédito,10484205430.00336
743,2021-04,1.89,Empréstimo com consignação em folha,382701125771.67883
744,2021-04,1.89,Empréstimo sem consignação em folha,91593261152.44157
745,2021-04,1.89,Habitacional,765640687048.5563
746,2021-04,1.89,Outros créditos,76709344943.7469
747,2021-04,1.89,Rural e agroindustrial,199629244490.43008
748,2021-04,1.89,Veículos,142503924440.6808
749,2021-05,1.85,Cartão de crédito,10520276207.795103
750,2021-05,1.85,Empréstimo com consignação em folha,390786798819.56537
751,2021-05,1.85,Empréstimo sem consignação em folha,93484007269.63326
752,2021-05,1.85,Habitacional,771577382736.6006
753,2021-05,1.85,Outros créditos,76839854388.33316
754,2021-05,1.85,Rural e agroindustrial,201282311261.05325
755,2021-05,1.85,Veículos,142952962673.99063
756,2021-06,1.85,Cartão de crédito,10705864699.583147
757,2021-06,1.85,Empréstimo com consignação em folha,395325504897.4685
758,2021-06,1.85,Empréstimo sem consignação em folha,95564786700.24509
759,2021-06,1.85,Habitacional,777190987134.7546
760,2021-06,1.85,Outros créditos,75970490211.37541
761,2021-06,1.85,Rural e agroindustrial,203785806448.16855
762,2021-06,1.85,Veículos,143236285334.2464
763,2021-07,1.85,Cartão de crédito,10876927644.86183
764,2021-07,1.85,Empréstimo com consignação em folha,408456564280.1153
765,2021-07,1.85,Empréstimo sem consignação em folha,98750407703.48186
766,2021-07,1.85,Habitacional,783478917963.2374
767,2021-07,1.85,Outros créditos,77370192672.57396
768,2021-07,1.85,Rural e agroindustrial,202039994677.43414
769,2021-07,1.85,Veículos,143781994012.6749
770,2021-08,1.89,Cartão de crédito,11027139900.65183
771,2021-08,1.89,Empréstimo com consignação em folha,411861339517.90204
772,2021-08,1.89,Empréstimo sem consignação em folha,101327887092.05847
773,2021-08,1.89,Habitacional,787450114230.9457
774,2021-08,1.89,Outros créditos,78787937750.66386
775,2021-08,1.89,Rural e agroindustrial,202708027626.1586
776,2021-08,1.89,Veículos,144528801089.45047
777,2021-09,1.93,Cartão de crédito,9112581756.218435
778,2021-09,1.93,Empréstimo com consignação em folha,414752191683.659
779,2021-09,1.93,Empréstimo sem consignação em folha,104501029017.53159
780,2021-09,1.93,Habitacional,790519675385.1351
781,2021-09,1.93,Outros créditos,81159808987.8632
782,2021-09,1.93,Rural e agroindustrial,204781098689.10077
783,2021-09,1.93,Veículos,145032511166.6637
784,2021-10,2.01,Cartão de crédito,11417214652.89717
785,2021-10,2.01,Empréstimo com consignação em folha,415333516424.5058
786,2021-10,2.01,Empréstimo sem consignação em folha,106039774200.34608
787,2021-10,2.01,Habitacional,790336370538.5991
788,2021-10,2.01,Outros créditos,79686973164.50453
789,2021-10,2.01,Rural e agroindustrial,208537526709.04233
790,2021-10,2.01,Veículos,144394224205.9438
791,2021-11,2.07,Cartão de crédito,11909240423.664206
792,2021-11,2.07,Empréstimo com consignação em folha,414435346264.86316
793,2021-11,2.07,Empréstimo sem consignação em folha,106079071473.33324
794,2021-11,2.07,Habitacional,789624914704.3796
795,2021-11,2.07,Outros créditos,79906636903.50429
796,2021-11,2.07,Rural e agroindustrial,208668457138.07504
797,2021-11,2.07,Veículos,143040960409.91547
798,2021-12,2.12,Cartão de crédito,12043165932.884872
799,2021-12,2.12,Empréstimo com consignação em folha,414331142594.54047
800,2021-12,2.12,Empréstimo sem consignação em folha,107817850933.90189
801,2021-12,2.12,Habitacional,791227456245.1062
802,2021-12,2.12,Outros créditos,79492152833.74152
803,2021-12,2.12,Rural e agroindustrial,211689090377.7059
804,2021-12,2.12,Veículos,142951423066.8447
805,2022-01,2.18,Cartão de crédito,11894983729.841219
806,2022-01,2.18,Empréstimo com consignação em folha,411478067538.59155
807,2022-01,2.18,Empréstimo sem consignação em folha,109712828486.59184
808,2022-01,2.18,Habitacional,791635980474.2683
809,2022-01,2.18,Outros créditos,79310542427.3572
810,2022-01,2.18,Rural e agroindustrial,212448113528.195
811,2022-01,2.18,Veículos,141999407680.1182
812,2022-02,2.22,Cartão de crédito,12209817190.84052
813,2022-02,2.22,Empréstimo com consignação em folha,410843500238.15643
814,2022-02,2.22,Empréstimo sem consignação em folha,111680739671.35811
815,2022-02,2.22,Habitacional,792895013226.2638
816,2022-02,2.22,Outros créditos,80387712420.32507
817,2022-02,2.22,Rural e agroindustrial,212780494684.29803
818,2022-02,2.22,Veículos,142123744692.06775
819,2022-03,2.31,Cartão de crédito,12507258261.25537
820,2022-03,2.31,Empréstimo com consignação em folha,411085858064.6673
821,2022-03,2.31,Empréstimo sem consignação em folha,113074094284.10443
822,2022-03,2.31,Habitacional,792085828387.1759
823,2022-03,2.31,Outros créditos,80993216107.72008
824,2022-03,2.31,Rural e agroindustrial,213137641567.2076
825,2022-03,2.31,Veículos,140696037969.47858
826,2022-04,2.34,Cartão de crédito,12604882820.054132
827,2022-04,2.34,Empréstimo com consignação em folha,414370425410.21704
828,2022-04,2.34,Empréstimo sem consignação em folha,111725645503.74388
829,2022-04,2.34,Habitacional,786062374753.4442
830,2022-04,2.34,Outros créditos,81757223832.46976
831,2022-04,2.34,Rural e agroindustrial,212891632733.59204
832,2022-04,2.34,Veículos,138474334733.9298
833,2022-05,2.37,Cartão de crédito,12923762438.702114
834,2022-05,2.37,Empréstimo com consignação em folha,415568823224.38293
835,2022-05,2.37,Empréstimo sem consignação em folha,111103849535.41077
836,2022-05,2.37,Habitacional,786400765864.366
837,2022-05,2.37,Outros créditos,82474629487.65773
838,2022-05,2.37,Rural e agroindustrial,212104354046.34988
839,2022-05,2.37,Veículos,137555720218.97342
840,2022-06,2.41,Cartão de crédito,13356572792.930922
841,2022-06,2.41,Empréstimo com consignação em folha,417665688410.4311
842,2022-06,2.41,Empréstimo sem consignação em folha,112237478610.90608
843,2022-06,2.41,Habitacional,792384745893.4451
844,2022-06,2.41,Outros créditos,84649685294.08562
845,2022-06,2.41,Rural e agroindustrial,217343613296.398
846,2022-06,2.41,Veículos,137494429316.28894
847,2022-07,2.48,Cartão de crédito,13583051252.739117
848,2022-07,2.48,Empréstimo com consignação em folha,418820444352.1573
849,2022-07,2.48,Empréstimo sem consignação em folha,112541825472.68077
850,2022-07,2.48,Habitacional,796908410759.1611
851,2022-07,2.48,Outros créditos,84809448629.07785
852,2022-07,2.48,Rural e agroindustrial,220942933402.2975
853,2022-07,2.48,Veículos,136452490922.75975
854,2022-08,2.50,Cartão de crédito,13197231788.281918
855,2022-08,2.50,Empréstimo com consignação em folha,426504384415.1428
856,2022-08,2.50,Empréstimo sem consignação em folha,115030078403.57362
857,2022-08,2.50,Habitacional,812750017346.3878
858,2022-08,2.50,Outros créditos,86571534677.75644
859,2022-08,2.50,Rural e agroindustrial,230691037036.78412
860,2022-08,2.50,Veículos,138551803289.5891
861,2022-09,2.49,Cartão de crédito,13766267324.563156
862,2022-09,2.49,Empréstimo com consignação em folha,432360800201.53107
863,2022-09,2.49,Empréstimo sem consignação em folha,117732818134.44295
864,2022-09,2.49,Habitacional,825483650559.2883
865,2022-09,2.49,Outros créditos,88439018280.29013
866,2022-09,2.49,Rural e agroindustrial,238944563280.58173
867,2022-09,2.49,Veículos,140019562266.34647
868,2022-10,2.59,Cartão de crédito,14457975455.356472
869,2022-10,2.59,Empréstimo com consignação em folha,441265908613.4186
870,2022-10,2.59,Empréstimo sem consignação em folha,118117489799.3839
871,2022-10,2.59,Habitacional,836909453508.6879
872,2022-10,2.59,Outros créditos,90615470966.93585
873,2022-10,2.59,Rural e agroindustrial,244626886591.40808
874,2022-10,2.59,Veículos,140760389410.55615
875,2022-11,2.64,Cartão de crédito,14875697311.504637
876,2022-11,2.64,Empréstimo com consignação em folha,443063775207.8062
877,2022-11,2.64,Empréstimo sem consignação em folha,119978380672.20306
878,2022-11,2.64,Habitacional,840729699043.406
879,2022-11,2.64,Outros créditos,90044328826.12476
880,2022-11,2.64,Rural e agroindustrial,247087947558.00162
881,2022-11,2.64,Veículos,141131793741.92108
882,2022-12,2.57,Cartão de crédito,14729123032.44982
883,2022-12,2.57,Empréstimo com consignação em folha,442702132269.0956
884,2022-12,2.57,Empréstimo sem consignação em folha,118883523463.24043
885,2022-12,2.57,Habitacional,845638176640.7845
886,2022-12,2.57,Outros créditos,91916687101.323
887,2022-12,2.57,Rural e agroindustrial,250224075710.48672
888,2022-12,2.57,Veículos,141417582595.7195
889,2023-01,2.61,Cartão de crédito,14715853276.212706
890,2023-01,2.61,Empréstimo com consignação em folha,446158272173.6333
891,2023-01,2.61,Empréstimo sem consignação em folha,119195492797.52132
892,2023-01,2.61,Habitacional,847286083473.8765
893,2023-01,2.61,Outros créditos,92309424711.47403
894,2023-01,2.61,Rural e agroindustrial,251167694172.02554
895,2023-01,2.61,Veículos,141295420865.7383
896,2023-02,2.63,Cartão de crédito,14877373369.42
897,2023-02,2.63,Empréstimo com consignação em folha,447076224634.97
898,2023-02,2.63,Empréstimo sem consignação em folha,119334568611.84
899,2023-02,2.63,Habitacional,849157660884.14
900,2023-02,2.63,Outros créditos,92900165832.2
901,2023-02,2.63,Rural e agroindustrial,252867922941.1
902,2023-02,2.63,Veículos,140608885472.77
903,2023-03,2.66,Cartão de crédito,18039790022.859367
904,2023-03,2.66,Empréstimo com consignação em folha,445083287462.809
905,2023-03,2.66,Empréstimo sem consignação em folha,119028994061.02776
906,2023-03,2.66,Habitacional,851661451367.4735
907,2023-03,2.66,Outros créditos,93189233123.9179
908,2023-03,2.66,Rural e agroindustrial,258580463484.29095
909,2023-03,2.66,Veículos,140381460392.6351
910,2023-04,2.70,Cartão de crédito,17767206165.3979
911,2023-04,2.70,Empréstimo com consignação em folha,443954298258.5537
912,2023-04,2.70,Empréstimo sem consignação em folha,118681818934.35529
913,2023-04,2.70,Habitacional,853368604704.375
914,2023-04,2.70,Outros créditos,92649599464.61378
915,2023-04,2.70,Rural e agroindustrial,260836383340.2708
916,2023-04,2.70,Veículos,139523046772.94873
917,2023-05,2.73,Cartão de crédito,16740164619.6053
918,2023-05,2.73,Empréstimo com consignação em folha,442812391514.60785
919,2023-05,2.73,Empréstimo sem consignação em folha,118571055686.83694
920,2023-05,2.73,Habitacional,855715469626.5413
921,2023-05,2.73,Outros créditos,93263014541.1007
922,2023-05,2.73,Rural e agroindustrial,260171061355.64508
923,2023-05,2.73,Veículos,139206079889.9544
924,2023-06,2.69,Cartão de crédito,18011480448.45948
925,2023-06,2.69,Empréstimo com consignação em folha,438930070829.64777
926,2023-06,2.69,Empréstimo sem consignação em folha,116800271471.32758
927,2023-06,2.69,Habitacional,862015201600.0507
928,2023-06,2.69,Outros créditos,93495774843.44572
929,2023-06,2.69,Rural e agroindustrial,262036289168.3707
930,2023-06,2.69,Veículos,140129029509.62283
931,2023-07,2.66,Cartão de crédito,17859792164.36138
932,2023-07,2.66,Empréstimo com consignação em folha,435551887990.7472
933,2023-07,2.66,Empréstimo sem consignação em folha,117305018433.81259
934,2023-07,2.66,Habitacional,870467995267.2162
935,2023-07,2.66,Outros créditos,93466998621.81422
936,2023-07,2.66,Rural e agroindustrial,261846944785.91626
937,2023-07,2.66,Veículos,141271727065.98633
938,2023-08,2.62,Cartão de crédito,18115430766.95381
939,2023-08,2.62,Empréstimo com consignação em folha,441036297667.91315
940,2023-08,2.62,Empréstimo sem consignação em folha,120324843974.17625
941,2023-08,2.62,Habitacional,877486850449.0775
942,2023-08,2.62,Outros créditos,93982228224.89964
943,2023-08,2.62,Rural e agroindustrial,268633425064.91437
944,2023-08,2.62,Veículos,143382901104.8031
