,data,valor,data_divida,porte,valor_deflacionado
362,2015-10,0.82,2015-10,Indisponível,804462136.2822586
363,2015-10,0.82,2015-10,Mais de 1 a 2 salários mínimos,127554958968.29689
364,2015-10,0.82,2015-10,Mais de 10 a 20 salários mínimos,218462950945.5405
365,2015-10,0.82,2015-10,Mais de 2 a 3 salários mínimos,152361457102.76898
366,2015-10,0.82,2015-10,Mais de 3 a 5 salários mínimos,182218153111.98938
367,2015-10,0.82,2015-10,Mais de 5 a 10 salários mínimos,252010703272.4409
368,2015-10,0.82,2015-10,Sem rendimento,28388300866.060333
369,2015-11,1.01,2015-11,Acima de 20 salários mínimos,271959394080.941
370,2015-11,1.01,2015-11,Até 1 salário mínimo,73816673245.58672
371,2015-11,1.01,2015-11,Indisponível,781714602.6718687
372,2015-11,1.01,2015-11,Mais de 1 a 2 salários mínimos,127113833521.81638
373,2015-11,1.01,2015-11,Mais de 10 a 20 salários mínimos,217566159105.3345
374,2015-11,1.01,2015-11,Mais de 2 a 3 salários mínimos,151166526717.4465
375,2015-11,1.01,2015-11,Mais de 3 a 5 salários mínimos,180621733597.65347
376,2015-11,1.01,2015-11,Mais de 5 a 10 salários mínimos,250589764713.16043
377,2015-11,1.01,2015-11,Sem rendimento,28493156813.560978
378,2015-12,0.96,2015-12,Acima de 20 salários mínimos,271289611653.01822
379,2015-12,0.96,2015-12,Até 1 salário mínimo,77419312222.60963
380,2015-12,0.96,2015-12,Indisponível,755021911.9269018
381,2015-12,0.96,2015-12,Mais de 1 a 2 salários mínimos,125679530151.51648
382,2015-12,0.96,2015-12,Mais de 10 a 20 salários mínimos,216072965573.01132
383,2015-12,0.96,2015-12,Mais de 2 a 3 salários mínimos,149973930064.09525
384,2015-12,0.96,2015-12,Mais de 3 a 5 salários mínimos,178175106722.48798
385,2015-12,0.96,2015-12,Mais de 5 a 10 salários mínimos,248234044121.6925
386,2015-12,0.96,2015-12,Sem rendimento,29438869172.791164
387,2016-01,1.27,2016-01,Acima de 20 salários mínimos,254550525107.4787
388,2016-01,1.27,2016-01,Até 1 salário mínimo,86167926711.2883
389,2016-01,1.27,2016-01,Indisponível,731749959.4097583
390,2016-01,1.27,2016-01,Mais de 1 a 2 salários mínimos,134034787441.79666
391,2016-01,1.27,2016-01,Mais de 10 a 20 salários mínimos,210101092668.24338
392,2016-01,1.27,2016-01,Mais de 2 a 3 salários mínimos,148108020222.13828
393,2016-01,1.27,2016-01,Mais de 3 a 5 salários mínimos,181762357987.98962
394,2016-01,1.27,2016-01,Mais de 5 a 10 salários mínimos,244132847461.8715
395,2016-01,1.27,2016-01,Sem rendimento,27751433169.99196
396,2016-02,0.9,2016-02,Acima de 20 salários mínimos,248949753066.33954
397,2016-02,0.9,2016-02,Até 1 salário mínimo,86563015997.52428
398,2016-02,0.9,2016-02,Indisponível,242872414.15086275
399,2016-02,0.9,2016-02,Mais de 1 a 2 salários mínimos,133709118748.48671
400,2016-02,0.9,2016-02,Mais de 10 a 20 salários mínimos,207899244353.21713
401,2016-02,0.9,2016-02,Mais de 2 a 3 salários mínimos,147976197894.24484
402,2016-02,0.9,2016-02,Mais de 3 a 5 salários mínimos,180842139744.35187
403,2016-02,0.9,2016-02,Mais de 5 a 10 salários mínimos,243035162530.88855
404,2016-02,0.9,2016-02,Sem rendimento,26108526608.76618
405,2016-03,0.43,2016-03,Acima de 20 salários mínimos,245315242185.54828
406,2016-03,0.43,2016-03,Até 1 salário mínimo,91087901110.91225
407,2016-03,0.43,2016-03,Indisponível,235081521.13415372
408,2016-03,0.43,2016-03,Mais de 1 a 2 salários mínimos,132797390417.34564
409,2016-03,0.43,2016-03,Mais de 10 a 20 salários mínimos,205338074668.88458
410,2016-03,0.43,2016-03,Mais de 2 a 3 salários mínimos,147881201621.24652
411,2016-03,0.43,2016-03,Mais de 3 a 5 salários mínimos,181662092111.87985
412,2016-03,0.43,2016-03,Mais de 5 a 10 salários mínimos,243994143361.87732
413,2016-03,0.43,2016-03,Sem rendimento,24067445715.72365
414,2016-04,0.61,2016-04,Acima de 20 salários mínimos,234719645204.692
415,2016-04,0.61,2016-04,Até 1 salário mínimo,66744299960.490974
416,2016-04,0.61,2016-04,Indisponível,227083569.16514444
417,2016-04,0.61,2016-04,Mais de 1 a 2 salários mínimos,164778703825.41168
418,2016-04,0.61,2016-04,Mais de 10 a 20 salários mínimos,200276183389.4821
419,2016-04,0.61,2016-04,Mais de 2 a 3 salários mínimos,154074600929.41052
420,2016-04,0.61,2016-04,Mais de 3 a 5 salários mínimos,179843366953.90393
421,2016-04,0.61,2016-04,Mais de 5 a 10 salários mínimos,247213340746.93506
422,2016-04,0.61,2016-04,Sem rendimento,22526164254.69257
423,2016-05,0.78,2016-05,Acima de 20 salários mínimos,236497927362.25098
424,2016-05,0.78,2016-05,Até 1 salário mínimo,65797294758.69126
425,2016-05,0.78,2016-05,Indisponível,215232861.62732282
426,2016-05,0.78,2016-05,Mais de 1 a 2 salários mínimos,163300766485.9703
427,2016-05,0.78,2016-05,Mais de 10 a 20 salários mínimos,199300478667.93506
428,2016-05,0.78,2016-05,Mais de 2 a 3 salários mínimos,157118013519.8047
429,2016-05,0.78,2016-05,Mais de 3 a 5 salários mínimos,178197551591.80008
430,2016-05,0.78,2016-05,Mais de 5 a 10 salários mínimos,245609944177.3273
431,2016-05,0.78,2016-05,Sem rendimento,22885516051.6576
432,2016-06,0.35,2016-06,Acima de 20 salários mínimos,238706777035.93494
433,2016-06,0.35,2016-06,Até 1 salário mínimo,77373142184.95256
434,2016-06,0.35,2016-06,Indisponível,204958127.15710846
435,2016-06,0.35,2016-06,Mais de 1 a 2 salários mínimos,163531589994.81268
436,2016-06,0.35,2016-06,Mais de 10 a 20 salários mínimos,199247644378.71426
437,2016-06,0.35,2016-06,Mais de 2 a 3 salários mínimos,151278886435.36536
438,2016-06,0.35,2016-06,Mais de 3 a 5 salários mínimos,177247305077.02493
439,2016-06,0.35,2016-06,Mais de 5 a 10 salários mínimos,245789870597.65887
440,2016-06,0.35,2016-06,Sem rendimento,18316699411.513817
441,2016-07,0.52,2016-07,Acima de 20 salários mínimos,234826831222.56348
442,2016-07,0.52,2016-07,Até 1 salário mínimo,76892724975.12895
443,2016-07,0.52,2016-07,Indisponível,196863980.2426384
444,2016-07,0.52,2016-07,Mais de 1 a 2 salários mínimos,162794525900.72302
445,2016-07,0.52,2016-07,Mais de 10 a 20 salários mínimos,198499667728.19055
446,2016-07,0.52,2016-07,Mais de 2 a 3 salários mínimos,151381737935.1927
447,2016-07,0.52,2016-07,Mais de 3 a 5 salários mínimos,177360373886.5815
448,2016-07,0.52,2016-07,Mais de 5 a 10 salários mínimos,245556777801.4544
449,2016-07,0.52,2016-07,Sem rendimento,23624256456.019703
450,2016-08,0.44,2016-08,Acima de 20 salários mínimos,237026826359.85202
451,2016-08,0.44,2016-08,Até 1 salário mínimo,81535151262.38731
452,2016-08,0.44,2016-08,Indisponível,191564392.31817454
453,2016-08,0.44,2016-08,Mais de 1 a 2 salários mínimos,161553492586.37012
454,2016-08,0.44,2016-08,Mais de 10 a 20 salários mínimos,200125962950.10736
455,2016-08,0.44,2016-08,Mais de 2 a 3 salários mínimos,151590998352.09824
456,2016-08,0.44,2016-08,Mais de 3 a 5 salários mínimos,176927151046.7177
457,2016-08,0.44,2016-08,Mais de 5 a 10 salários mínimos,246898632510.21317
458,2016-08,0.44,2016-08,Sem rendimento,11688453729.50127
459,2016-09,0.08,2016-09,Acima de 20 salários mínimos,234804565554.24295
460,2016-09,0.08,2016-09,Até 1 salário mínimo,80518078662.23326
461,2016-09,0.08,2016-09,Indisponível,192931618.27228767
462,2016-09,0.08,2016-09,Mais de 1 a 2 salários mínimos,160267048968.76498
463,2016-09,0.08,2016-09,Mais de 10 a 20 salários mínimos,200258183541.04953
464,2016-09,0.08,2016-09,Mais de 2 a 3 salários mínimos,153451989541.1786
465,2016-09,0.08,2016-09,Mais de 3 a 5 salários mínimos,175754967838.9925
466,2016-09,0.08,2016-09,Mais de 5 a 10 salários mínimos,246508572003.17044
467,2016-09,0.08,2016-09,Sem rendimento,11721275786.324286
468,2016-10,0.26,2016-10,Acima de 20 salários mínimos,231286695319.02304
469,2016-10,0.26,2016-10,Até 1 salário mínimo,86862849063.78102
470,2016-10,0.26,2016-10,Indisponível,183006042.4666204
471,2016-10,0.26,2016-10,Mais de 1 a 2 salários mínimos,159229781697.31622
472,2016-10,0.26,2016-10,Mais de 10 a 20 salários mínimos,197747805217.42914
473,2016-10,0.26,2016-10,Mais de 2 a 3 salários mínimos,148995439735.99115
474,2016-10,0.26,2016-10,Mais de 3 a 5 salários mínimos,174021206664.6589
475,2016-10,0.26,2016-10,Mais de 5 a 10 salários mínimos,243158387486.68643
476,2016-10,0.26,2016-10,Sem rendimento,11295208169.63551
477,2016-11,0.18,2016-11,Acima de 20 salários mínimos,230954729744.5441
478,2016-11,0.18,2016-11,Até 1 salário mínimo,89414748047.96399
479,2016-11,0.18,2016-11,Indisponível,172188672.26531142
480,2016-11,0.18,2016-11,Mais de 1 a 2 salários mínimos,160564083385.17752
481,2016-11,0.18,2016-11,Mais de 10 a 20 salários mínimos,198207036117.49445
482,2016-11,0.18,2016-11,Mais de 2 a 3 salários mínimos,149400082998.10376
483,2016-11,0.18,2016-11,Mais de 3 a 5 salários mínimos,173473951584.463
484,2016-11,0.18,2016-11,Mais de 5 a 10 salários mínimos,242320931942.5823
485,2016-11,0.18,2016-11,Sem rendimento,11543316339.198093
486,2016-12,0.3,2016-12,Acima de 20 salários mínimos,231486021710.82623
487,2016-12,0.3,2016-12,Até 1 salário mínimo,74979435799.8879
488,2016-12,0.3,2016-12,Indisponível,167115700.0731261
489,2016-12,0.3,2016-12,Mais de 1 a 2 salários mínimos,161101985933.02866
490,2016-12,0.3,2016-12,Mais de 10 a 20 salários mínimos,197807773832.7712
491,2016-12,0.3,2016-12,Mais de 2 a 3 salários mínimos,151609110795.0253
492,2016-12,0.3,2016-12,Mais de 3 a 5 salários mínimos,172660101644.03104
493,2016-12,0.3,2016-12,Mais de 5 a 10 salários mínimos,239858845037.6633
494,2016-12,0.3,2016-12,Sem rendimento,33736300820.65551
495,2017-01,0.38,2017-01,Acima de 20 salários mínimos,222536167808.194
496,2017-01,0.38,2017-01,Até 1 salário mínimo,104247733063.33705
497,2017-01,0.38,2017-01,Indisponível,158832704.00212324
498,2017-01,0.38,2017-01,Mais de 1 a 2 salários mínimos,167900944417.16754
499,2017-01,0.38,2017-01,Mais de 10 a 20 salários mínimos,193478158357.02872
500,2017-01,0.38,2017-01,Mais de 2 a 3 salários mínimos,149871712470.57733
501,2017-01,0.38,2017-01,Mais de 3 a 5 salários mínimos,174920954818.22415
502,2017-01,0.38,2017-01,Mais de 5 a 10 salários mínimos,238790614823.50876
503,2017-01,0.38,2017-01,Sem rendimento,11734031578.012222
504,2017-02,0.33,2017-02,Acima de 20 salários mínimos,219013488183.29385
505,2017-02,0.33,2017-02,Até 1 salário mínimo,113641214361.86081
506,2017-02,0.33,2017-02,Indisponível,153952679.58823657
507,2017-02,0.33,2017-02,Mais de 1 a 2 salários mínimos,177284477373.89066
508,2017-02,0.33,2017-02,Mais de 10 a 20 salários mínimos,189262809612.44778
509,2017-02,0.33,2017-02,Mais de 2 a 3 salários mínimos,144852461092.21176
510,2017-02,0.33,2017-02,Mais de 3 a 5 salários mínimos,173170078469.4116
511,2017-02,0.33,2017-02,Mais de 5 a 10 salários mínimos,236911132693.7918
512,2017-02,0.33,2017-02,Sem rendimento,11779263832.705317
513,2017-03,0.25,2017-03,Acima de 20 salários mínimos,228495478687.75003
514,2017-03,0.25,2017-03,Até 1 salário mínimo,68654819420.984764
515,2017-03,0.25,2017-03,Indisponível,141735424.1633817
516,2017-03,0.25,2017-03,Mais de 1 a 2 salários mínimos,178315971977.66397
517,2017-03,0.25,2017-03,Mais de 10 a 20 salários mínimos,195545817878.63306
518,2017-03,0.25,2017-03,Mais de 2 a 3 salários mínimos,153655299255.4531
519,2017-03,0.25,2017-03,Mais de 3 a 5 salários mínimos,187136318449.9109
520,2017-03,0.25,2017-03,Mais de 5 a 10 salários mínimos,246251557596.31958
521,2017-03,0.25,2017-03,Sem rendimento,12347002296.723293
522,2017-04,0.14,2017-04,Acima de 20 salários mínimos,231169747600.9089
523,2017-04,0.14,2017-04,Até 1 salário mínimo,69177120782.73471
524,2017-04,0.14,2017-04,Indisponível,129666656.49114232
525,2017-04,0.14,2017-04,Mais de 1 a 2 salários mínimos,178807202735.6505
526,2017-04,0.14,2017-04,Mais de 10 a 20 salários mínimos,195256242268.74063
527,2017-04,0.14,2017-04,Mais de 2 a 3 salários mínimos,154012245099.51675
528,2017-04,0.14,2017-04,Mais de 3 a 5 salários mínimos,187188974282.686
529,2017-04,0.14,2017-04,Mais de 5 a 10 salários mínimos,245968319085.3813
530,2017-04,0.14,2017-04,Sem rendimento,12298739518.977745
531,2017-05,0.31,2017-05,Acima de 20 salários mínimos,233997151553.7783
532,2017-05,0.31,2017-05,Até 1 salário mínimo,71282188897.28214
533,2017-05,0.31,2017-05,Indisponível,119998442.26110545
534,2017-05,0.31,2017-05,Mais de 1 a 2 salários mínimos,179373227739.5173
535,2017-05,0.31,2017-05,Mais de 10 a 20 salários mínimos,196291657819.22272
536,2017-05,0.31,2017-05,Mais de 2 a 3 salários mínimos,154262261594.56052
537,2017-05,0.31,2017-05,Mais de 3 a 5 salários mínimos,187889563343.5539
538,2017-05,0.31,2017-05,Mais de 5 a 10 salários mínimos,246769216354.62985
539,2017-05,0.31,2017-05,Sem rendimento,12070872562.202663
540,2017-06,-0.23,2017-06,Acima de 20 salários mínimos,227026379683.56744
541,2017-06,-0.23,2017-06,Até 1 salário mínimo,75505617334.39682
542,2017-06,-0.23,2017-06,Indisponível,112461787.8733859
543,2017-06,-0.23,2017-06,Mais de 1 a 2 salários mínimos,181839120307.38593
544,2017-06,-0.23,2017-06,Mais de 10 a 20 salários mínimos,195524412761.01086
545,2017-06,-0.23,2017-06,Mais de 2 a 3 salários mínimos,154751412796.5934
546,2017-06,-0.23,2017-06,Mais de 3 a 5 salários mínimos,191011097939.96338
547,2017-06,-0.23,2017-06,Mais de 5 a 10 salários mínimos,254625360792.1371
548,2017-06,-0.23,2017-06,Sem rendimento,11503574804.001862
549,2017-07,0.24,2017-07,Acima de 20 salários mínimos,227309885634.29947
550,2017-07,0.24,2017-07,Até 1 salário mínimo,66672308907.05143
551,2017-07,0.24,2017-07,Indisponível,107341564.21785204
552,2017-07,0.24,2017-07,Mais de 1 a 2 salários mínimos,183550746019.6825
553,2017-07,0.24,2017-07,Mais de 10 a 20 salários mínimos,199853253152.44473
554,2017-07,0.24,2017-07,Mais de 2 a 3 salários mínimos,158477756483.0233
555,2017-07,0.24,2017-07,Mais de 3 a 5 salários mínimos,194345625386.56638
556,2017-07,0.24,2017-07,Mais de 5 a 10 salários mínimos,256464130563.59222
557,2017-07,0.24,2017-07,Sem rendimento,12783754765.893373
558,2017-08,0.19,2017-08,Acima de 20 salários mínimos,227154692074.52008
559,2017-08,0.19,2017-08,Até 1 salário mínimo,70612130281.6288
560,2017-08,0.19,2017-08,Indisponível,103209831.82830174
561,2017-08,0.19,2017-08,Mais de 1 a 2 salários mínimos,182780605199.1418
562,2017-08,0.19,2017-08,Mais de 10 a 20 salários mínimos,200093971919.0113
563,2017-08,0.19,2017-08,Mais de 2 a 3 salários mínimos,159666943544.2652
564,2017-08,0.19,2017-08,Mais de 3 a 5 salários mínimos,195395752396.0555
565,2017-08,0.19,2017-08,Mais de 5 a 10 salários mínimos,255868256324.4353
566,2017-08,0.19,2017-08,Sem rendimento,13144203617.499815
567,2017-09,0.16,2017-09,Acima de 20 salários mínimos,225529028442.11874
568,2017-09,0.16,2017-09,Até 1 salário mínimo,72174882869.68036
569,2017-09,0.16,2017-09,Indisponível,94486543.6765808
570,2017-09,0.16,2017-09,Mais de 1 a 2 salários mínimos,183054072953.5329
571,2017-09,0.16,2017-09,Mais de 10 a 20 salários mínimos,200196164988.9636
572,2017-09,0.16,2017-09,Mais de 2 a 3 salários mínimos,159798896584.37637
573,2017-09,0.16,2017-09,Mais de 3 a 5 salários mínimos,195887718685.98706
574,2017-09,0.16,2017-09,Mais de 5 a 10 salários mínimos,256323442077.70428
575,2017-09,0.16,2017-09,Sem rendimento,12677118730.612541
576,2017-10,0.42,2017-10,Acima de 20 salários mínimos,230010458159.69476
577,2017-10,0.42,2017-10,Até 1 salário mínimo,67429832066.595024
578,2017-10,0.42,2017-10,Indisponível,88503979.3313216
579,2017-10,0.42,2017-10,Mais de 1 a 2 salários mínimos,177781377587.2649
580,2017-10,0.42,2017-10,Mais de 10 a 20 salários mínimos,199465601824.63446
581,2017-10,0.42,2017-10,Mais de 2 a 3 salários mínimos,159762948727.37338
582,2017-10,0.42,2017-10,Mais de 3 a 5 salários mínimos,202041424239.20218
583,2017-10,0.42,2017-10,Mais de 5 a 10 salários mínimos,258068791848.90524
584,2017-10,0.42,2017-10,Sem rendimento,12888895234.719261
585,2017-11,0.28,2017-11,Acima de 20 salários mínimos,226829746381.97012
586,2017-11,0.28,2017-11,Até 1 salário mínimo,64020389448.19986
587,2017-11,0.28,2017-11,Indisponível,80641285.22262944
588,2017-11,0.28,2017-11,Mais de 1 a 2 salários mínimos,177747161543.526
589,2017-11,0.28,2017-11,Mais de 10 a 20 salários mínimos,199466382653.9836
590,2017-11,0.28,2017-11,Mais de 2 a 3 salários mínimos,162261411970.56857
591,2017-11,0.28,2017-11,Mais de 3 a 5 salários mínimos,205065781145.97733
592,2017-11,0.28,2017-11,Mais de 5 a 10 salários mínimos,260061511545.75394
593,2017-11,0.28,2017-11,Sem rendimento,13421646134.628965
594,2017-12,0.44,2017-12,Acima de 20 salários mínimos,228026546121.42593
595,2017-12,0.44,2017-12,Até 1 salário mínimo,63877143573.33716
596,2017-12,0.44,2017-12,Indisponível,74737541.80523726
597,2017-12,0.44,2017-12,Mais de 1 a 2 salários mínimos,178097927731.4092
598,2017-12,0.44,2017-12,Mais de 10 a 20 salários mínimos,199875951049.30795
599,2017-12,0.44,2017-12,Mais de 2 a 3 salários mínimos,163076563717.9266
600,2017-12,0.44,2017-12,Mais de 3 a 5 salários mínimos,204962984504.24994
601,2017-12,0.44,2017-12,Mais de 5 a 10 salários mínimos,260020026547.75504
602,2017-12,0.44,2017-12,Sem rendimento,13209436496.283886
603,2018-01,0.29,2018-01,Acima de 20 salários mínimos,225532923309.66064
604,2018-01,0.29,2018-01,Até 1 salário mínimo,64283898244.65118
605,2018-01,0.29,2018-01,Indisponível,69445254.14322418
606,2018-01,0.29,2018-01,Mais de 1 a 2 salários mínimos,179127378411.53864
607,2018-01,0.29,2018-01,Mais de 10 a 20 salários mínimos,197691952846.41003
608,2018-01,0.29,2018-01,Mais de 2 a 3 salários mínimos,163491872970.8953
609,2018-01,0.29,2018-01,Mais de 3 a 5 salários mínimos,207090041709.13397
610,2018-01,0.29,2018-01,Mais de 5 a 10 salários mínimos,259722187618.41412
611,2018-01,0.29,2018-01,Sem rendimento,14257809174.957638
612,2018-02,0.32,2018-02,Acima de 20 salários mínimos,226608811390.17368
613,2018-02,0.32,2018-02,Até 1 salário mínimo,66606102975.14445
614,2018-02,0.32,2018-02,Indisponível,66095624.64917253
615,2018-02,0.32,2018-02,Mais de 1 a 2 salários mínimos,179545819468.57626
616,2018-02,0.32,2018-02,Mais de 10 a 20 salários mínimos,197579960319.90814
617,2018-02,0.32,2018-02,Mais de 2 a 3 salários mínimos,162880067361.29688
618,2018-02,0.32,2018-02,Mais de 3 a 5 salários mínimos,207547774345.49326
619,2018-02,0.32,2018-02,Mais de 5 a 10 salários mínimos,258827447610.3037
620,2018-02,0.32,2018-02,Sem rendimento,13505181417.309298
621,2018-03,0.09,2018-03,Acima de 20 salários mínimos,230238695052.177
622,2018-03,0.09,2018-03,Até 1 salário mínimo,66661732507.47734
623,2018-03,0.09,2018-03,Indisponível,63322276.52554008
624,2018-03,0.09,2018-03,Mais de 1 a 2 salários mínimos,177458132935.16287
625,2018-03,0.09,2018-03,Mais de 10 a 20 salários mínimos,198927714616.49213
626,2018-03,0.09,2018-03,Mais de 2 a 3 salários mínimos,164597747614.4685
627,2018-03,0.09,2018-03,Mais de 3 a 5 salários mínimos,208804343819.9707
628,2018-03,0.09,2018-03,Mais de 5 a 10 salários mínimos,259197527238.40482
629,2018-03,0.09,2018-03,Sem rendimento,13185722857.69406
630,2018-04,0.22,2018-04,Acima de 20 salários mínimos,234948977326.8017
631,2018-04,0.22,2018-04,Até 1 salário mínimo,66657122435.165565
632,2018-04,0.22,2018-04,Indisponível,59115650.86140074
633,2018-04,0.22,2018-04,Mais de 1 a 2 salários mínimos,178402226999.56885
634,2018-04,0.22,2018-04,Mais de 10 a 20 salários mínimos,200062476554.1269
635,2018-04,0.22,2018-04,Mais de 2 a 3 salários mínimos,165936639842.01874
636,2018-04,0.22,2018-04,Mais de 3 a 5 salários mínimos,209908748214.63403
637,2018-04,0.22,2018-04,Mais de 5 a 10 salários mínimos,260753133980.32428
638,2018-04,0.22,2018-04,Sem rendimento,13274401628.857248
639,2018-05,0.4,2018-05,Acima de 20 salários mínimos,237204614925.39966
640,2018-05,0.4,2018-05,Até 1 salário mínimo,65005580094.125465
641,2018-05,0.4,2018-05,Indisponível,54083816.79525175
642,2018-05,0.4,2018-05,Mais de 1 a 2 salários mínimos,180140907446.35464
643,2018-05,0.4,2018-05,Mais de 10 a 20 salários mínimos,200956552775.9851
644,2018-05,0.4,2018-05,Mais de 2 a 3 salários mínimos,167692690130.6819
645,2018-05,0.4,2018-05,Mais de 3 a 5 salários mínimos,211760295280.73032
646,2018-05,0.4,2018-05,Mais de 5 a 10 salários mínimos,262864796529.82858
647,2018-05,0.4,2018-05,Sem rendimento,12895288104.723377
648,2018-06,1.26,2018-06,Acima de 20 salários mínimos,242304601511.34906
649,2018-06,1.26,2018-06,Até 1 salário mínimo,65268851431.900055
650,2018-06,1.26,2018-06,Indisponível,51220333.21442804
651,2018-06,1.26,2018-06,Mais de 1 a 2 salários mínimos,180569366719.0004
652,2018-06,1.26,2018-06,Mais de 10 a 20 salários mínimos,201893663033.23563
653,2018-06,1.26,2018-06,Mais de 2 a 3 salários mínimos,168898962401.4276
654,2018-06,1.26,2018-06,Mais de 3 a 5 salários mínimos,212788960762.52997
655,2018-06,1.26,2018-06,Mais de 5 a 10 salários mínimos,261923249799.51746
656,2018-06,1.26,2018-06,Sem rendimento,11728014956.254692
657,2018-07,0.33,2018-07,Acima de 20 salários mínimos,238918053902.74533
658,2018-07,0.33,2018-07,Até 1 salário mínimo,64443579290.66513
659,2018-07,0.33,2018-07,Indisponível,47292793.32805652
660,2018-07,0.33,2018-07,Mais de 1 a 2 salários mínimos,179490228939.2251
661,2018-07,0.33,2018-07,Mais de 10 a 20 salários mínimos,200545042616.2477
662,2018-07,0.33,2018-07,Mais de 2 a 3 salários mínimos,168430347032.5536
663,2018-07,0.33,2018-07,Mais de 3 a 5 salários mínimos,211622504782.6688
664,2018-07,0.33,2018-07,Mais de 5 a 10 salários mínimos,260177204607.66254
665,2018-07,0.33,2018-07,Sem rendimento,12110254654.941875
666,2018-08,-0.09,2018-08,Acima de 20 salários mínimos,242277147482.32535
667,2018-08,-0.09,2018-08,Até 1 salário mínimo,64818331601.09094
668,2018-08,-0.09,2018-08,Indisponível,45435025.58922688
669,2018-08,-0.09,2018-08,Mais de 1 a 2 salários mínimos,180529241674.7639
670,2018-08,-0.09,2018-08,Mais de 10 a 20 salários mínimos,201698234545.48376
671,2018-08,-0.09,2018-08,Mais de 2 a 3 salários mínimos,169598741264.61322
672,2018-08,-0.09,2018-08,Mais de 3 a 5 salários mínimos,213060154329.56506
673,2018-08,-0.09,2018-08,Mais de 5 a 10 salários mínimos,261799794786.6426
674,2018-08,-0.09,2018-08,Sem rendimento,12029374280.566858
675,2018-09,0.48,2018-09,Acima de 20 salários mínimos,243281412808.49857
676,2018-09,0.48,2018-09,Até 1 salário mínimo,66813305832.7258
677,2018-09,0.48,2018-09,Indisponível,43265854.86974464
678,2018-09,0.48,2018-09,Mais de 1 a 2 salários mínimos,185205524606.78406
679,2018-09,0.48,2018-09,Mais de 10 a 20 salários mínimos,202056030536.15097
680,2018-09,0.48,2018-09,Mais de 2 a 3 salários mínimos,168776683111.4717
681,2018-09,0.48,2018-09,Mais de 3 a 5 salários mínimos,214552863095.4597
682,2018-09,0.48,2018-09,Mais de 5 a 10 salários mínimos,262871841377.94376
683,2018-09,0.48,2018-09,Sem rendimento,12247859703.639957
684,2018-10,0.45,2018-10,Acima de 20 salários mínimos,244041786846.63846
685,2018-10,0.45,2018-10,Até 1 salário mínimo,68236841678.45051
686,2018-10,0.45,2018-10,Indisponível,39756872.746603206
687,2018-10,0.45,2018-10,Mais de 1 a 2 salários mínimos,190285996433.97076
688,2018-10,0.45,2018-10,Mais de 10 a 20 salários mínimos,202228677906.9849
689,2018-10,0.45,2018-10,Mais de 2 a 3 salários mínimos,167779957456.31107
690,2018-10,0.45,2018-10,Mais de 3 a 5 salários mínimos,213264854278.0607
691,2018-10,0.45,2018-10,Mais de 5 a 10 salários mínimos,262262086250.974
692,2018-10,0.45,2018-10,Sem rendimento,12536573642.7318
693,2018-11,-0.21,2018-11,Acima de 20 salários mínimos,242787454086.53754
694,2018-11,-0.21,2018-11,Até 1 salário mínimo,65570890060.0809
695,2018-11,-0.21,2018-11,Indisponível,8813374892.65593
696,2018-11,-0.21,2018-11,Mais de 1 a 2 salários mínimos,187198073886.79523
697,2018-11,-0.21,2018-11,Mais de 10 a 20 salários mínimos,203216009117.03317
698,2018-11,-0.21,2018-11,Mais de 2 a 3 salários mínimos,169197963499.89423
699,2018-11,-0.21,2018-11,Mais de 3 a 5 salários mínimos,213285919034.01157
700,2018-11,-0.21,2018-11,Mais de 5 a 10 salários mínimos,263935248089.56744
701,2018-11,-0.21,2018-11,Sem rendimento,3717275891.826017
702,2018-12,0.15,2018-12,Acima de 20 salários mínimos,246404948664.1663
703,2018-12,0.15,2018-12,Até 1 salário mínimo,66252812389.8836
704,2018-12,0.15,2018-12,Indisponível,9819429421.558502
705,2018-12,0.15,2018-12,Mais de 1 a 2 salários mínimos,186912286539.24002
706,2018-12,0.15,2018-12,Mais de 10 a 20 salários mínimos,205070462029.0086
707,2018-12,0.15,2018-12,Mais de 2 a 3 salários mínimos,170904985678.9965
708,2018-12,0.15,2018-12,Mais de 3 a 5 salários mínimos,214873605725.88028
709,2018-12,0.15,2018-12,Mais de 5 a 10 salários mínimos,265114822769.394
710,2018-12,0.15,2018-12,Sem rendimento,3585690051.208475
711,2019-01,0.32,2019-01,Acima de 20 salários mínimos,238031111947.80887
712,2019-01,0.32,2019-01,Até 1 salário mínimo,71660692033.8475
713,2019-01,0.32,2019-01,Indisponível,10175477827.908339
714,2019-01,0.32,2019-01,Mais de 1 a 2 salários mínimos,197925565708.9097
715,2019-01,0.32,2019-01,Mais de 10 a 20 salários mínimos,198397129977.4625
716,2019-01,0.32,2019-01,Mais de 2 a 3 salários mínimos,171577911495.8246
717,2019-01,0.32,2019-01,Mais de 3 a 5 salários mínimos,216540983600.19846
718,2019-01,0.32,2019-01,Mais de 5 a 10 salários mínimos,265324693340.16434
719,2019-01,0.32,2019-01,Sem rendimento,3323837703.1495223
720,2019-02,0.43,2019-02,Acima de 20 salários mínimos,240615330529.7457
721,2019-02,0.43,2019-02,Até 1 salário mínimo,71488047810.7827
722,2019-02,0.43,2019-02,Indisponível,11764658992.404861
723,2019-02,0.43,2019-02,Mais de 1 a 2 salários mínimos,196424776911.78125
724,2019-02,0.43,2019-02,Mais de 10 a 20 salários mínimos,199221229024.13416
