,ano,cnae_secao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
7,2012,"Administração pública, defesa e seguridade social",ACRE,830018.0,546.5181667464811,0.0006584413431353069
8,2012,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,1209412.1588070148,1.4570914833256807
9,2012,Alojamento e alimentação,ACRE,830018.0,7183778.63766133,8.65496728704839
10,2012,"Artes, cultura, esporte e recreação",ACRE,830018.0,890417.9899553725,1.0727694941017816
11,2012,Atividades administrativas e serviços complementares,ACRE,830018.0,3991531.141961525,4.808969374111797
12,2012,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,270021.6864926125,0.32532027798507085
13,2012,Atividades imobiliárias,ACRE,830018.0,94138.37714589582,0.11341727184940065
14,2012,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,939590.5687580096,1.13201228016502
15,2012,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,60076574.52381323,72.37984540553727
16,2012,Construção,ACRE,830018.0,37399812.064959385,45.05903735215307
17,2012,Educação,ACRE,830018.0,814064.1352638135,0.9807788930647451
18,2012,Eletricidade e gás,ACRE,830018.0,0.0,0.0
19,2012,Indústrias de transformação,ACRE,830018.0,23681519.360801417,28.53133228532564
20,2012,Indústrias extrativas,ACRE,830018.0,152589.05903946553,0.18383825295290648
21,2012,Informação e comunicação,ACRE,830018.0,565790.1361668817,0.6816600798619808
22,2012,Outras atividades de serviços,ACRE,830018.0,740562.1874697465,0.8922242499195758
23,2012,Saúde humana e serviços sociais,ACRE,830018.0,3537618.883695064,4.262098995076087
24,2012,"Transporte, armazenagem e correio",ACRE,830018.0,1858649.4544678926,2.239288129254899
25,2012,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,838366.0575662582,1.010057682563822
33,2013,"Administração pública, defesa e seguridade social",ACRE,830018.0,0.0,0.0
34,2013,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,995655.4168110957,1.1995588250027056
35,2013,Alojamento e alimentação,ACRE,830018.0,7071822.7783189,8.52008363471503
36,2013,"Artes, cultura, esporte e recreação",ACRE,830018.0,1132966.1633399676,1.3649898717135864
37,2013,Atividades administrativas e serviços complementares,ACRE,830018.0,4544930.527422844,5.475701162411953
38,2013,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,162098.3490225013,0.19529498037693313
39,2013,Atividades imobiliárias,ACRE,830018.0,91923.6638359621,0.11074900042645111
40,2013,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,1981078.8902629034,2.3867902747445275
41,2013,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,80837309.9043193,97.3922371615065
42,2013,Construção,ACRE,830018.0,22862984.584961526,27.545167195122907
43,2013,Educação,ACRE,830018.0,1262144.0146932928,1.5206224620349111
44,2013,Eletricidade e gás,ACRE,830018.0,0.0,0.0
45,2013,Indústrias de transformação,ACRE,830018.0,35885796.17124923,43.23496137583671
46,2013,Indústrias extrativas,ACRE,830018.0,613860.8186329341,0.7395753087679232
47,2013,Informação e comunicação,ACRE,830018.0,2215138.0024149334,2.6687830895413516
48,2013,Outras atividades de serviços,ACRE,830018.0,775172.6895247414,0.9339227456811073
49,2013,Saúde humana e serviços sociais,ACRE,830018.0,1915841.2634495597,2.308192428898602
50,2013,"Transporte, armazenagem e correio",ACRE,830018.0,10794068.46289369,13.00461973462466
51,2013,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,551019.197813161,0.663864154528168
59,2014,"Administração pública, defesa e seguridade social",ACRE,830018.0,0.0,0.0
60,2014,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,967503.9910774522,1.1656421801424213
61,2014,Alojamento e alimentação,ACRE,830018.0,9884238.458543032,11.908462778569902
62,2014,"Artes, cultura, esporte e recreação",ACRE,830018.0,1347791.2595085956,1.6238096758246154
63,2014,Atividades administrativas e serviços complementares,ACRE,830018.0,8477929.019792343,10.214150801298699
64,2014,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,398363.879839597,0.4799460732653954
65,2014,Atividades imobiliárias,ACRE,830018.0,212269.92221395456,0.255741348035771
66,2014,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,1959461.4039720974,2.3607456753613745
67,2014,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,71393483.01599891,86.01437922550946
68,2014,Construção,ACRE,830018.0,25790318.882391974,31.071999501687884
69,2014,Educação,ACRE,830018.0,1588112.0479603922,1.9133465153290559
70,2014,Eletricidade e gás,ACRE,830018.0,7429526.977861714,8.951043203715718
71,2014,Indústrias de transformação,ACRE,830018.0,21530628.618755832,25.939953854923427
72,2014,Indústrias extrativas,ACRE,830018.0,1291823.4752438676,1.556380072774166
73,2014,Informação e comunicação,ACRE,830018.0,418221.42213595466,0.5038703041813005
74,2014,Outras atividades de serviços,ACRE,830018.0,3679949.137362655,4.433577509599376
75,2014,Saúde humana e serviços sociais,ACRE,830018.0,2090821.0072106915,2.519006825407029
76,2014,"Transporte, armazenagem e correio",ACRE,830018.0,8104985.7920614155,9.764831355538574
77,2014,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,285804.31694610516,0.3443350830296514
85,2015,"Administração pública, defesa e seguridade social",ACRE,830018.0,0.0,0.0
86,2015,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,452712.7342841132,0.545425200759638
87,2015,Alojamento e alimentação,ACRE,830018.0,11276099.955561744,13.585367974624338
88,2015,"Artes, cultura, esporte e recreação",ACRE,830018.0,400259.6821721439,0.48223012292762796
89,2015,Atividades administrativas e serviços complementares,ACRE,830018.0,25044076.523828063,30.172931820548545
90,2015,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,452505.71572588704,0.5451757862189579
91,2015,Atividades imobiliárias,ACRE,830018.0,185070.41304907063,0.2229715657360089
92,2015,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,7911865.907621986,9.53216184181787
93,2015,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,118886858.60289389,143.23407275853523
94,2015,Construção,ACRE,830018.0,49863906.21429325,60.07569259256215
95,2015,Educação,ACRE,830018.0,1933978.278412359,2.330043780270258
96,2015,Indústrias de transformação,ACRE,830018.0,27863999.110072587,33.570355233347456
97,2015,Indústrias extrativas,ACRE,830018.0,197954.4558867547,0.23849417227910083
98,2015,Informação e comunicação,ACRE,830018.0,545812.0512305597,0.6575906199992768
99,2015,Outras atividades de serviços,ACRE,830018.0,1945180.8655548468,2.3435405805113225
100,2015,Saúde humana e serviços sociais,ACRE,830018.0,2038899.8827163004,2.4564526103244755
101,2015,"Transporte, armazenagem e correio",ACRE,830018.0,9951466.24405652,11.98945835398331
102,2015,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,910532.2984247733,1.0970030751438804
111,2016,"Administração pública, defesa e seguridade social",ACRE,830018.0,0.0,0.0
112,2016,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,596873.34134838,0.719108912515608
113,2016,Alojamento e alimentação,ACRE,830018.0,14523285.693463592,17.497555105387583
114,2016,"Artes, cultura, esporte e recreação",ACRE,830018.0,1397734.8458355682,1.6839813664710501
115,2016,Atividades administrativas e serviços complementares,ACRE,830018.0,10949703.802065492,13.192128125011134
116,2016,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,273175.5846367932,0.3291200728620261
117,2016,Atividades imobiliárias,ACRE,830018.0,1915810.8736689466,2.3081558154991177
118,2016,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,12232395.698085004,14.73750653369566
119,2016,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,124452002.19486313,149.9389196316985
120,2016,Construção,ACRE,830018.0,60594987.57060065,73.00442589269227
121,2016,Educação,ACRE,830018.0,2780131.5634605857,3.34948346115456
122,2016,Indústrias de transformação,ACRE,830018.0,32365098.33611989,38.993248744147586
123,2016,Indústrias extrativas,ACRE,830018.0,647093.9097627733,0.7796143092833809
124,2016,Informação e comunicação,ACRE,830018.0,2355684.827277156,2.8381129412580886
125,2016,Outras atividades de serviços,ACRE,830018.0,1527121.101507644,1.839865040887841
126,2016,Saúde humana e serviços sociais,ACRE,830018.0,1969374.8595763126,2.3726893387568855
127,2016,"Transporte, armazenagem e correio",ACRE,830018.0,7826857.846627103,9.429744712316001
128,2016,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,103762.59540820846,0.12501246407693384
137,2017,"Administração pública, defesa e seguridade social",ACRE,830018.0,920057393.5471503,1108.4788444915052
138,2017,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,730149.0143531002,0.8796785302886205
139,2017,Alojamento e alimentação,ACRE,830018.0,8531518.101884227,10.278714560267641
140,2017,"Artes, cultura, esporte e recreação",ACRE,830018.0,833957.8082213079,1.0047466539536587
141,2017,Atividades administrativas e serviços complementares,ACRE,830018.0,13003914.35454237,15.66702692537074
142,2017,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,126929.5387641812,0.15292383871696902
143,2017,Atividades imobiliárias,ACRE,830018.0,2321358.7497517434,2.7967571182212234
144,2017,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,11059072.720695019,13.323895048896553
145,2017,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,70947930.07984748,85.47758010048877
146,2017,Construção,ACRE,830018.0,51271862.670002215,61.77198888458108
147,2017,Educação,ACRE,830018.0,1688684.272670017,2.034515242645361
148,2017,Indústrias de transformação,ACRE,830018.0,15210654.327535085,18.32569212659856
149,2017,Indústrias extrativas,ACRE,830018.0,326655.7642949934,0.39355262692495036
150,2017,Informação e comunicação,ACRE,830018.0,1018252.106139142,1.2267831614966687
151,2017,Outras atividades de serviços,ACRE,830018.0,541432.8764987752,0.6523146202838676
152,2017,Saúde humana e serviços sociais,ACRE,830018.0,826549.1322157172,0.9958207318584865
153,2017,Serviços domésticos,ACRE,830018.0,0.0,0.0
154,2017,"Transporte, armazenagem e correio",ACRE,830018.0,3534296.6396574536,4.258096378220055
155,2017,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,105950.52917595328,0.12764847169091909
164,2018,"Administração pública, defesa e seguridade social",ACRE,830018.0,740349583.7988721,891.9681064734405
165,2018,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,370751.21845974546,0.44667852800751967
166,2018,Alojamento e alimentação,ACRE,830018.0,5689229.769372537,6.854345049592342
167,2018,"Artes, cultura, esporte e recreação",ACRE,830018.0,152511.6021434935,0.1837449334152916
168,2018,Atividades administrativas e serviços complementares,ACRE,830018.0,6389076.69138319,7.697515826624471
169,2018,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,111881.25748861986,0.13479377253098107
170,2018,Atividades imobiliárias,ACRE,830018.0,2266445.375610012,2.730597861263264
171,2018,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,2999149.4835824557,3.6133547508396875
172,2018,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,60813889.83328145,73.26815783908475
173,2018,Construção,ACRE,830018.0,26534626.572970614,31.968736308092854
174,2018,Educação,ACRE,830018.0,1706239.8446206418,2.055666075459378
175,2018,Indústrias de transformação,ACRE,830018.0,5752325.303508683,6.93036211685612
176,2018,Indústrias extrativas,ACRE,830018.0,106616.20523803713,0.12845047365001377
177,2018,Informação e comunicação,ACRE,830018.0,536562.4728743242,0.6464467913639513
178,2018,Outras atividades de serviços,ACRE,830018.0,799498.6800334997,0.9632305323902611
179,2018,Saúde humana e serviços sociais,ACRE,830018.0,1212104.1082841924,1.4603347256134114
180,2018,Serviços domésticos,ACRE,830018.0,0.0,0.0
181,2018,"Transporte, armazenagem e correio",ACRE,830018.0,1803563.7556112327,2.1729212566609792
182,2018,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,40968.53021802272,0.049358604533904955
191,2019,"Administração pública, defesa e seguridade social",ACRE,830018.0,564872743.9226586,680.5548119711362
192,2019,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,73716.01265389826,0.08881254702174923
193,2019,Alojamento e alimentação,ACRE,830018.0,6216524.801206072,7.489626491480994
194,2019,"Artes, cultura, esporte e recreação",ACRE,830018.0,282473.45157083176,0.3403220792450667
195,2019,Atividades administrativas e serviços complementares,ACRE,830018.0,8325488.472559027,10.030491474352397
196,2019,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,1027052.1248763776,1.237385363782927
197,2019,Atividades imobiliárias,ACRE,830018.0,745038.0502531659,0.8976167387371911
198,2019,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,1990413.2707947874,2.3980362724601
199,2019,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,53531687.32275607,64.49461014430538
200,2019,Construção,ACRE,830018.0,64857429.939094976,78.13978725653537
201,2019,Educação,ACRE,830018.0,1779344.4773751574,2.1437420361668753
202,2019,Eletricidade e gás,ACRE,830018.0,0.0,0.0
203,2019,Indústrias de transformação,ACRE,830018.0,5292805.466624169,6.376735765518541
204,2019,Indústrias extrativas,ACRE,830018.0,95086.26836635228,0.11455928469786472
205,2019,Informação e comunicação,ACRE,830018.0,998932.1809194589,1.203506647951561
206,2019,Outras atividades de serviços,ACRE,830018.0,832738.3542088497,1.0032774641138502
207,2019,Saúde humana e serviços sociais,ACRE,830018.0,1595304.5822762966,1.9220120313972668
208,2019,Serviços domésticos,ACRE,830018.0,0.0,0.0
209,2019,"Transporte, armazenagem e correio",ACRE,830018.0,1327153.2402394812,1.5989451315989307
210,2019,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,57856.23677595426,0.06970479769830806
219,2020,"Administração pública, defesa e seguridade social",ACRE,830018.0,484770698.7444452,584.0484167143908
220,2020,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,278502.1912749589,0.33553753204744824
221,2020,Alojamento e alimentação,ACRE,830018.0,11290096.109912487,13.602230445499359
222,2020,"Artes, cultura, esporte e recreação",ACRE,830018.0,1069441.3619633475,1.2884556262193683
223,2020,Atividades administrativas e serviços complementares,ACRE,830018.0,4382088.485694206,5.279510186157657
224,2020,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,5043976.557837339,6.0769484009230395
225,2020,Atividades imobiliárias,ACRE,830018.0,561019.2005857619,0.675912089359221
226,2020,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,8145748.3115116395,9.8139417597108
227,2020,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,52743136.97722175,63.5445700903134
228,2020,Construção,ACRE,830018.0,54036407.76675768,65.1026938774312
229,2020,Educação,ACRE,830018.0,2491740.7378195575,3.0020321701692705
230,2020,Eletricidade e gás,ACRE,830018.0,0.0,0.0
231,2020,Indústrias de transformação,ACRE,830018.0,3849892.8549643536,4.63832453629241
232,2020,Indústrias extrativas,ACRE,830018.0,48097.23483343828,0.057947219016260224
233,2020,Informação e comunicação,ACRE,830018.0,604471.6036404492,0.7282632468698862
234,2020,Outras atividades de serviços,ACRE,830018.0,1150831.2083762041,1.3865135555809682
235,2020,Saúde humana e serviços sociais,ACRE,830018.0,2056365.2949235847,2.4774948192973945
236,2020,Serviços domésticos,ACRE,830018.0,0.0,0.0
237,2020,"Transporte, armazenagem e correio",ACRE,830018.0,2449494.917011682,2.9511346946833465
238,2020,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,8353.982474319815,0.010064820852463218
247,2021,"Administração pública, defesa e seguridade social",ACRE,830018.0,344692979.2881215,415.2837399768698
248,2021,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,330737.4449416519,0.39847020780471254
249,2021,Alojamento e alimentação,ACRE,830018.0,8839780.483500132,10.650106965752709
250,2021,"Artes, cultura, esporte e recreação",ACRE,830018.0,2062324.6242478944,2.48467457844034
251,2021,Atividades administrativas e serviços complementares,ACRE,830018.0,7759643.4308482185,9.348765244667247
252,2021,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,3250230.4022799195,3.9158553215471463
253,2021,Atividades imobiliárias,ACRE,830018.0,464429.6930004909,0.5595417123489983
254,2021,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,10921500.028784318,13.158148412184214
255,2021,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,57153920.03099739,68.85865129551092
256,2021,Construção,ACRE,830018.0,27477797.561355036,33.10506225329455
257,2021,Educação,ACRE,830018.0,2624997.965574228,3.1625795652313906
258,2021,Eletricidade e gás,ACRE,830018.0,0.0,0.0
259,2021,Indústrias de transformação,ACRE,830018.0,3641902.991640168,4.387739773884624
260,2021,Indústrias extrativas,ACRE,830018.0,64699.53309150646,0.07794955421630188
261,2021,Informação e comunicação,ACRE,830018.0,1092282.3909569846,1.3159743414684797
262,2021,Outras atividades de serviços,ACRE,830018.0,2318004.881608822,2.7927164008597667
263,2021,Saúde humana e serviços sociais,ACRE,830018.0,3245946.6394384224,3.910694273423495
264,2021,Serviços domésticos,ACRE,830018.0,75459.35356811057,0.09091291221167562
265,2021,"Transporte, armazenagem e correio",ACRE,830018.0,2852435.7549616676,3.4365950557236924
266,2021,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,136956.15884587783,0.16500384189966702
275,2022,"Administração pública, defesa e seguridade social",ACRE,830018.0,222908.9937263155,0.26855922850626796
276,2022,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ACRE,830018.0,296646.21769651835,0.3573973307765836
277,2022,Alojamento e alimentação,ACRE,830018.0,12288144.607674116,14.804672438036423
278,2022,"Artes, cultura, esporte e recreação",ACRE,830018.0,1254534.9837281292,1.5114551536570642
279,2022,Atividades administrativas e serviços complementares,ACRE,830018.0,10660432.271033457,12.843615766204415
280,2022,"Atividades financeiras, de seguros e serviços relacionados",ACRE,830018.0,2476598.101287687,2.983788425416903
281,2022,Atividades imobiliárias,ACRE,830018.0,381535.3167395801,0.4596711357338999
282,2022,"Atividades profissionais, científicas e técnicas",ACRE,830018.0,9054630.989116622,10.908957382992444
283,2022,Comércio; reparação de veículos automotores e motocicletas,ACRE,830018.0,79721143.91114408,96.04748801971051
284,2022,Construção,ACRE,830018.0,27661875.075685192,33.326837581456296
285,2022,Educação,ACRE,830018.0,2077919.0937138156,2.5034626884161737
286,2022,Eletricidade e gás,ACRE,830018.0,143814.83380827575,0.17326712650602247
287,2022,Indústrias de transformação,ACRE,830018.0,9614786.18068521,11.583828520207042
288,2022,Indústrias extrativas,ACRE,830018.0,15424.355140750713,0.018583157402310205
289,2022,Informação e comunicação,ACRE,830018.0,1533196.7835644702,1.8471849810057979
290,2022,Outras atividades de serviços,ACRE,830018.0,3604739.8606379204,4.34296588825534
291,2022,Saúde humana e serviços sociais,ACRE,830018.0,6597547.920776906,7.948680535575019
292,2022,Serviços domésticos,ACRE,830018.0,4891.058398670597,0.005892713650391433
293,2022,"Transporte, armazenagem e correio",ACRE,830018.0,7125417.142320687,8.584653757292838
294,2022,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ACRE,830018.0,24422.223573309977,0.029423727646038973
302,2012,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,32866.10715056718,0.010508132426005826
303,2012,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,33506740.33719408,10.712959189660232
304,2012,Alojamento e alimentação,ALAGOAS,3127683.0,15427928.30186992,4.932702035938399
305,2012,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,2040583.8742791587,0.6524266923083825
306,2012,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,20035467.05406043,6.4058496510229554
307,2012,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,201183.88789204785,0.06432361843960781
308,2012,Atividades imobiliárias,ALAGOAS,3127683.0,2392783.6865565428,0.7650339521481374
309,2012,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,5405490.558806045,1.728273152620021
310,2012,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,230331172.28133363,73.6427484119502
311,2012,Construção,ALAGOAS,3127683.0,45867675.48754035,14.66506531753389
312,2012,Educação,ALAGOAS,3127683.0,4026321.2943449393,1.2873175748133487
313,2012,Eletricidade e gás,ALAGOAS,3127683.0,1521357.9684737332,0.48641693179063644
314,2012,Indústrias de transformação,ALAGOAS,3127683.0,204463057.092645,65.37205244030325
315,2012,Indústrias extrativas,ALAGOAS,3127683.0,6639446.372396665,2.1228002877518803
316,2012,Informação e comunicação,ALAGOAS,3127683.0,2106850.110229601,0.673613697497349
317,2012,Outras atividades de serviços,ALAGOAS,3127683.0,5031299.348512074,1.6086346821311732
318,2012,Saúde humana e serviços sociais,ALAGOAS,3127683.0,9824150.251193045,3.1410313165346504
319,2012,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,18694684.54241256,5.9771672968176635
320,2012,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,218481.61678352865,0.06985414339737392
328,2013,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,149575.4419353442,0.0478230824336559
329,2013,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,8252084.055556537,2.6384016716388894
330,2013,Alojamento e alimentação,ALAGOAS,3127683.0,13777639.59274629,4.405062659082231
331,2013,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,2041753.297746873,0.6528005868071902
332,2013,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,22025473.093702056,7.042105320041084
333,2013,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,1434908.8711515465,0.4587769512292475
334,2013,Atividades imobiliárias,ALAGOAS,3127683.0,297340.2571278793,0.09506726133303128
335,2013,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,8274721.122083493,2.64563931897302
336,2013,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,276721861.77282524,88.47503464156222
337,2013,Construção,ALAGOAS,3127683.0,63502896.315382235,20.30349505221029
338,2013,Educação,ALAGOAS,3127683.0,6287063.710579188,2.0101345662521384
339,2013,Eletricidade e gás,ALAGOAS,3127683.0,1292986.4187179594,0.41340072466357985
340,2013,Indústrias de transformação,ALAGOAS,3127683.0,405357483.8902911,129.60312278779247
341,2013,Indústrias extrativas,ALAGOAS,3127683.0,0.0,0.0
342,2013,Informação e comunicação,ALAGOAS,3127683.0,3770853.548238537,1.205638022855429
343,2013,Outras atividades de serviços,ALAGOAS,3127683.0,9538569.571090505,3.049723891804414
344,2013,Saúde humana e serviços sociais,ALAGOAS,3127683.0,6458876.716977065,2.0650675650240338
345,2013,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,41776355.0173967,13.356965848967656
346,2013,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,13738529.850228762,4.392558277238698
354,2014,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,23624.263047447315,0.007553279231765916
355,2014,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,16614263.715851197,5.312003715162693
356,2014,Alojamento e alimentação,ALAGOAS,3127683.0,23092030.012227297,7.383110760338339
357,2014,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,1950058.8470301596,0.6234835330275349
358,2014,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,24290941.466486547,7.766433320284232
359,2014,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,1227011.0875554006,0.39230672915234716
360,2014,Atividades imobiliárias,ALAGOAS,3127683.0,2428015.418979502,0.776298435288839
361,2014,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,7912557.750350213,2.5298464551395434
362,2014,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,400884634.931958,128.17303893391946
363,2014,Construção,ALAGOAS,3127683.0,117811170.54166828,37.667234992059065
364,2014,Educação,ALAGOAS,3127683.0,3868339.2530712197,1.2368066882325413
365,2014,Eletricidade e gás,ALAGOAS,3127683.0,0.0,0.0
366,2014,Indústrias de transformação,ALAGOAS,3127683.0,330867316.2029335,105.78671694124165
367,2014,Indústrias extrativas,ALAGOAS,3127683.0,522310.39813293016,0.16699595135853926
368,2014,Informação e comunicação,ALAGOAS,3127683.0,3448723.048949911,1.1026446890397494
369,2014,Outras atividades de serviços,ALAGOAS,3127683.0,9295662.757144853,2.9720603901178135
370,2014,Saúde humana e serviços sociais,ALAGOAS,3127683.0,4618397.956050522,1.4766195794300514
371,2014,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,65368460.19640756,20.899963390282057
372,2014,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,22715111.55657322,7.262600319972715
380,2015,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,5762906.861677127,1.8425482575047174
381,2015,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,16564932.469097212,5.296231257802409
382,2015,Alojamento e alimentação,ALAGOAS,3127683.0,23890694.712690435,7.638464228213165
383,2015,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,5490480.692705265,1.7554466653766592
384,2015,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,34194691.427546985,10.93291469357572
385,2015,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,971209.1795061899,0.310520337101359
386,2015,Atividades imobiliárias,ALAGOAS,3127683.0,5540262.325164661,1.771363122530212
387,2015,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,29132490.272027653,9.314399915857091
388,2015,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,790797302.6011616,252.8380601874172
389,2015,Construção,ALAGOAS,3127683.0,84034074.28275406,26.867836121101167
390,2015,Educação,ALAGOAS,3127683.0,5955769.381817132,1.9042113225084294
391,2015,Eletricidade e gás,ALAGOAS,3127683.0,0.0,0.0
392,2015,Indústrias de transformação,ALAGOAS,3127683.0,219395939.1848352,70.14647558107238
393,2015,Indústrias extrativas,ALAGOAS,3127683.0,4788869.092982862,1.5311235483208696
394,2015,Informação e comunicação,ALAGOAS,3127683.0,9504363.326792993,3.038787283363753
395,2015,Outras atividades de serviços,ALAGOAS,3127683.0,8846278.901836442,2.828380913870249
396,2015,Saúde humana e serviços sociais,ALAGOAS,3127683.0,15919545.432208352,5.089884567012818
397,2015,"Transporte, armazenagem e correio",ALAGOAS,3127683.0,57152596.8431896,18.27314240068114
398,2015,"Água, esgoto, atividades de gestão de resíduos e descontaminação",ALAGOAS,3127683.0,10894538.743871856,3.4832618087804477
407,2016,"Administração pública, defesa e seguridade social",ALAGOAS,3127683.0,0.0,0.0
408,2016,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",ALAGOAS,3127683.0,92786685.54477298,29.66626910232686
409,2016,Alojamento e alimentação,ALAGOAS,3127683.0,24858647.233283963,7.947943328426814
410,2016,"Artes, cultura, esporte e recreação",ALAGOAS,3127683.0,2273846.146600396,0.7270065881358168
411,2016,Atividades administrativas e serviços complementares,ALAGOAS,3127683.0,36150250.82944169,11.558156894238223
412,2016,"Atividades financeiras, de seguros e serviços relacionados",ALAGOAS,3127683.0,2153224.206277528,0.688440678379979
413,2016,Atividades imobiliárias,ALAGOAS,3127683.0,5590970.664707968,1.7875758715662577
414,2016,"Atividades profissionais, científicas e técnicas",ALAGOAS,3127683.0,12790618.224887908,4.089486762209567
415,2016,Comércio; reparação de veículos automotores e motocicletas,ALAGOAS,3127683.0,911301416.7585644,291.36629791400355
