,ano,cnae_secao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
3489,2017,Serviços domésticos,MATO GROSSO DO SUL,2757013.0,0.0,0.0
3490,2017,"Transporte, armazenagem e correio",MATO GROSSO DO SUL,2757013.0,84226834.13534853,30.550031550576122
3491,2017,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,2757013.0,60354982.59374472,21.891439247382845
3500,2018,"Administração pública, defesa e seguridade social",MATO GROSSO DO SUL,2757013.0,56846.84411607132,0.02061899748607327
3501,2018,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO DO SUL,2757013.0,225224659.40358222,81.69154784673928
3502,2018,Alojamento e alimentação,MATO GROSSO DO SUL,2757013.0,30701317.63937937,11.135717401179962
3503,2018,"Artes, cultura, esporte e recreação",MATO GROSSO DO SUL,2757013.0,3701601.7328133043,1.3426130862688368
3504,2018,Atividades administrativas e serviços complementares,MATO GROSSO DO SUL,2757013.0,36407261.09972108,13.205328048769115
3505,2018,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO DO SUL,2757013.0,11575860.224394139,4.198696279050602
3506,2018,Atividades imobiliárias,MATO GROSSO DO SUL,2757013.0,8796821.544353925,3.190707314167153
3507,2018,"Atividades profissionais, científicas e técnicas",MATO GROSSO DO SUL,2757013.0,24919258.685074992,9.038498797457608
3508,2018,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO DO SUL,2757013.0,376545772.23946035,136.57743806048805
3509,2018,Construção,MATO GROSSO DO SUL,2757013.0,55584363.290044606,20.161081318820262
3510,2018,Educação,MATO GROSSO DO SUL,2757013.0,4916569.699474195,1.7832957985595987
3511,2018,Eletricidade e gás,MATO GROSSO DO SUL,2757013.0,8647566.831679074,3.1365709308150067
3512,2018,Indústrias de transformação,MATO GROSSO DO SUL,2757013.0,1257837299.9003625,456.23190746665415
3513,2018,Indústrias extrativas,MATO GROSSO DO SUL,2757013.0,1536455.5484964792,0.5572899179280182
3514,2018,Informação e comunicação,MATO GROSSO DO SUL,2757013.0,5497065.165946839,1.993848112412542
3515,2018,Outras atividades de serviços,MATO GROSSO DO SUL,2757013.0,7456308.975578037,2.7044881455321526
3516,2018,Saúde humana e serviços sociais,MATO GROSSO DO SUL,2757013.0,10446270.325329078,3.7889811637917843
3517,2018,Serviços domésticos,MATO GROSSO DO SUL,2757013.0,2180.376425537887,0.0007908473502075931
3518,2018,"Transporte, armazenagem e correio",MATO GROSSO DO SUL,2757013.0,43722835.48713269,15.858770157098531
3519,2018,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,2757013.0,2562676.808710658,0.9295120511621302
3528,2019,"Administração pública, defesa e seguridade social",MATO GROSSO DO SUL,2757013.0,2017903.5642145548,0.731916593869726
3529,2019,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO DO SUL,2757013.0,140010780.158606,50.78350379871477
3530,2019,Alojamento e alimentação,MATO GROSSO DO SUL,2757013.0,31548597.681251694,11.443035517515403
3531,2019,"Artes, cultura, esporte e recreação",MATO GROSSO DO SUL,2757013.0,1934262.816180379,0.7015791424198503
3532,2019,Atividades administrativas e serviços complementares,MATO GROSSO DO SUL,2757013.0,37591447.723986745,13.634846017768776
3533,2019,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO DO SUL,2757013.0,2439063.7057625265,0.884676171553245
3534,2019,Atividades imobiliárias,MATO GROSSO DO SUL,2757013.0,9840804.361150391,3.5693717661651907
3535,2019,"Atividades profissionais, científicas e técnicas",MATO GROSSO DO SUL,2757013.0,27595883.214097943,10.00934098391917
3536,2019,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO DO SUL,2757013.0,368570312.5139912,133.6846480281345
3537,2019,Construção,MATO GROSSO DO SUL,2757013.0,61039949.23183841,22.13988444444709
3538,2019,Educação,MATO GROSSO DO SUL,2757013.0,8296622.40915273,3.0092793937325397
3539,2019,Eletricidade e gás,MATO GROSSO DO SUL,2757013.0,8173586.533882869,2.964652881173527
3540,2019,Indústrias de transformação,MATO GROSSO DO SUL,2757013.0,918955225.0567969,333.3155212024016
3541,2019,Indústrias extrativas,MATO GROSSO DO SUL,2757013.0,2305546.3011092595,0.836247888968699
3542,2019,Informação e comunicação,MATO GROSSO DO SUL,2757013.0,5585172.150105341,2.0258055185468264
3543,2019,Outras atividades de serviços,MATO GROSSO DO SUL,2757013.0,9163258.77625584,3.323618269575022
3544,2019,Saúde humana e serviços sociais,MATO GROSSO DO SUL,2757013.0,8023517.698603932,2.910221206285183
3545,2019,Serviços domésticos,MATO GROSSO DO SUL,2757013.0,6108.906142794685,0.002215769799705219
3546,2019,"Transporte, armazenagem e correio",MATO GROSSO DO SUL,2757013.0,37439459.72828957,13.579718241549665
3547,2019,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,2757013.0,1187268.7076092467,0.4306358757137695
3556,2020,"Administração pública, defesa e seguridade social",MATO GROSSO DO SUL,2757013.0,1645105.5071997182,0.5966984947839267
3557,2020,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO DO SUL,2757013.0,114659163.29101983,41.58818376664159
3558,2020,Alojamento e alimentação,MATO GROSSO DO SUL,2757013.0,49169856.27230363,17.834466602915413
3559,2020,"Artes, cultura, esporte e recreação",MATO GROSSO DO SUL,2757013.0,4504673.744665702,1.6338964468668453
3560,2020,Atividades administrativas e serviços complementares,MATO GROSSO DO SUL,2757013.0,36289631.00537435,13.162662274488495
3561,2020,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO DO SUL,2757013.0,3446960.570470711,1.2502518379386354
3562,2020,Atividades imobiliárias,MATO GROSSO DO SUL,2757013.0,9109587.186791016,3.304150973096977
3563,2020,"Atividades profissionais, científicas e técnicas",MATO GROSSO DO SUL,2757013.0,22012963.39312337,7.984352410787824
3564,2020,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO DO SUL,2757013.0,328644521.89300996,119.20310926825879
3565,2020,Construção,MATO GROSSO DO SUL,2757013.0,60217151.31854396,21.841446274843086
3566,2020,Educação,MATO GROSSO DO SUL,2757013.0,6138131.2684618775,2.2263700854736186
3567,2020,Eletricidade e gás,MATO GROSSO DO SUL,2757013.0,2000665.9494241625,0.725664314758096
3568,2020,Indústrias de transformação,MATO GROSSO DO SUL,2757013.0,1757528558.623115,637.4756153210432
3569,2020,Indústrias extrativas,MATO GROSSO DO SUL,2757013.0,1594967.0098294816,0.5785126910281096
3570,2020,Informação e comunicação,MATO GROSSO DO SUL,2757013.0,6403218.60739719,2.322520280969727
3571,2020,Outras atividades de serviços,MATO GROSSO DO SUL,2757013.0,12899712.031411681,4.678872399735395
3572,2020,Saúde humana e serviços sociais,MATO GROSSO DO SUL,2757013.0,24136498.328566518,8.75458270547383
3573,2020,Serviços domésticos,MATO GROSSO DO SUL,2757013.0,44086.444660551664,0.015990655343500977
3574,2020,"Transporte, armazenagem e correio",MATO GROSSO DO SUL,2757013.0,68704204.43092774,24.919797052436003
3575,2020,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,2757013.0,1201382.3122398008,0.43575504077775506
3584,2021,"Administração pública, defesa e seguridade social",MATO GROSSO DO SUL,2757013.0,1339508.9078296006,0.48585512938444636
3585,2021,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO DO SUL,2757013.0,24013299.415099513,8.70989705710474
3586,2021,Alojamento e alimentação,MATO GROSSO DO SUL,2757013.0,56997061.73204161,20.673483125412037
3587,2021,"Artes, cultura, esporte e recreação",MATO GROSSO DO SUL,2757013.0,7203305.129426715,2.612720770423177
3588,2021,Atividades administrativas e serviços complementares,MATO GROSSO DO SUL,2757013.0,50523217.22071754,18.325346025106715
3589,2021,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO DO SUL,2757013.0,3895859.9848600775,1.413072765656193
3590,2021,Atividades imobiliárias,MATO GROSSO DO SUL,2757013.0,7527202.434381585,2.7302020100672664
3591,2021,"Atividades profissionais, científicas e técnicas",MATO GROSSO DO SUL,2757013.0,32907864.50674383,11.936057068553477
3592,2021,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO DO SUL,2757013.0,271225080.12118655,98.37642409418692
3593,2021,Construção,MATO GROSSO DO SUL,2757013.0,66061897.22210015,23.96140214866602
3594,2021,Educação,MATO GROSSO DO SUL,2757013.0,13326630.302654177,4.833720516607712
3595,2021,Eletricidade e gás,MATO GROSSO DO SUL,2757013.0,6964950.306681898,2.5262667628632505
3596,2021,Indústrias de transformação,MATO GROSSO DO SUL,2757013.0,1743498549.83479,632.3867714206607
3597,2021,Indústrias extrativas,MATO GROSSO DO SUL,2757013.0,1733561.6487435326,0.6287825442765531
3598,2021,Informação e comunicação,MATO GROSSO DO SUL,2757013.0,10378732.366982512,3.764484377470296
3599,2021,Outras atividades de serviços,MATO GROSSO DO SUL,2757013.0,15438915.021834658,5.599870229786606
3600,2021,Saúde humana e serviços sociais,MATO GROSSO DO SUL,2757013.0,24779338.253414404,8.98774806408762
3601,2021,Serviços domésticos,MATO GROSSO DO SUL,2757013.0,92360.45428414969,0.033500188168916756
3602,2021,"Transporte, armazenagem e correio",MATO GROSSO DO SUL,2757013.0,58891338.86161977,21.36055900411778
3603,2021,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,2757013.0,1618410.018800181,0.5870157372490377
3612,2022,"Administração pública, defesa e seguridade social",MATO GROSSO DO SUL,2757013.0,1040763.1033521676,0.37749662527966593
3613,2022,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO DO SUL,2757013.0,30812682.502327304,11.17611070471097
3614,2022,Alojamento e alimentação,MATO GROSSO DO SUL,2757013.0,62574323.742233746,22.696419546165995
3615,2022,"Artes, cultura, esporte e recreação",MATO GROSSO DO SUL,2757013.0,6629375.122010787,2.404549823309062
3616,2022,Atividades administrativas e serviços complementares,MATO GROSSO DO SUL,2757013.0,53277935.81781722,19.324513819056065
3617,2022,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO DO SUL,2757013.0,6576967.24053851,2.3855408881055364
3618,2022,Atividades imobiliárias,MATO GROSSO DO SUL,2757013.0,8108067.871329991,2.940888516423387
3619,2022,"Atividades profissionais, científicas e técnicas",MATO GROSSO DO SUL,2757013.0,50762483.67702819,18.412130692538696
3620,2022,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO DO SUL,2757013.0,417617900.83248824,151.4747666523474
3621,2022,Construção,MATO GROSSO DO SUL,2757013.0,90984960.71642567,33.00128099375145
3622,2022,Educação,MATO GROSSO DO SUL,2757013.0,13904837.342922088,5.043442792225531
3623,2022,Eletricidade e gás,MATO GROSSO DO SUL,2757013.0,5545272.024771897,2.0113332888789053
3624,2022,Indústrias de transformação,MATO GROSSO DO SUL,2757013.0,1751988225.2461667,635.4660733359497
3625,2022,Indústrias extrativas,MATO GROSSO DO SUL,2757013.0,1778375.0414962156,0.6450368719684004
3626,2022,Informação e comunicação,MATO GROSSO DO SUL,2757013.0,13966224.495807592,5.0657086113876115
3627,2022,Outras atividades de serviços,MATO GROSSO DO SUL,2757013.0,18923184.151162297,6.863654306730616
3628,2022,Saúde humana e serviços sociais,MATO GROSSO DO SUL,2757013.0,29067434.951269973,10.543089550636857
3629,2022,Serviços domésticos,MATO GROSSO DO SUL,2757013.0,192060.79121326003,0.06966263532789292
3630,2022,"Transporte, armazenagem e correio",MATO GROSSO DO SUL,2757013.0,143593809.12209538,52.083109191757664
3631,2022,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,2757013.0,2787366.2269040565,1.0110094609289315
3639,2012,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,0.0,0.0
3640,2012,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,97138008.1530288,26.5502397614608
3641,2012,Alojamento e alimentação,MATO GROSSO,3658649.0,46645675.58646502,12.749426246263313
3642,2012,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,1792412.833551927,0.48991112116847696
3643,2012,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,30104471.72840734,8.228302777447997
3644,2012,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,3347105.157678958,0.9148472995575575
3645,2012,Atividades imobiliárias,MATO GROSSO,3658649.0,3282828.2075318545,0.8972788063385841
3646,2012,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,17146286.335609727,4.6865075976432085
3647,2012,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,766685534.7640909,209.55427393119453
3648,2012,Construção,MATO GROSSO,3658649.0,173751337.4893831,47.49057302009105
3649,2012,Educação,MATO GROSSO,3658649.0,7070803.67204505,1.9326269538414453
3650,2012,Eletricidade e gás,MATO GROSSO,3658649.0,202375749.82383707,55.31433865993624
3651,2012,Indústrias de transformação,MATO GROSSO,3658649.0,651111317.3153996,177.96495846291887
3652,2012,Indústrias extrativas,MATO GROSSO,3658649.0,4728691.366540179,1.2924692602488457
3653,2012,Informação e comunicação,MATO GROSSO,3658649.0,12206154.426590918,3.3362463648715464
3654,2012,Outras atividades de serviços,MATO GROSSO,3658649.0,19416548.05959753,5.307026735715159
3655,2012,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,7986858.904714181,2.183007690738899
3656,2012,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,175128616.8885837,47.86701782231192
3657,2012,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,781461.1206995561,0.21359280999613683
3665,2013,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,2117.576597075332,0.0005787864856878405
3666,2013,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,142168423.46446878,38.85817509809462
3667,2013,Alojamento e alimentação,MATO GROSSO,3658649.0,40569882.45104629,11.08876048263889
3668,2013,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,3757185.5276991557,1.026932490025459
3669,2013,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,47246797.07925735,12.913727739189342
3670,2013,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,4688984.556098499,1.2816163988670406
3671,2013,Atividades imobiliárias,MATO GROSSO,3658649.0,31162890.00807981,8.51759488490965
3672,2013,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,15491989.267351896,4.2343469590419565
3673,2013,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,603758957.1713942,165.0223777059221
3674,2013,Construção,MATO GROSSO,3658649.0,128631446.53914094,35.1581817603003
3675,2013,Educação,MATO GROSSO,3658649.0,9712289.188960211,2.6546108109742725
3676,2013,Eletricidade e gás,MATO GROSSO,3658649.0,149696437.6142093,40.9157690760194
3677,2013,Indústrias de transformação,MATO GROSSO,3658649.0,512927188.60187835,140.19579046852496
3678,2013,Indústrias extrativas,MATO GROSSO,3658649.0,19310299.060190286,5.277986234861635
3679,2013,Informação e comunicação,MATO GROSSO,3658649.0,6683627.359142836,1.8268020132958467
3680,2013,Outras atividades de serviços,MATO GROSSO,3658649.0,11410448.157318417,3.1187600005680833
3681,2013,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,6739946.852669842,1.8421955352016117
3682,2013,Serviços domésticos,MATO GROSSO,3658649.0,13887.629861344749,0.0037958355287278853
3683,2013,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,183489228.61407372,50.152181478483925
3684,2013,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,25516491.566071272,6.974293397937673
3692,2014,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,1577.2257609051762,0.00043109512853109884
3693,2014,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,74052478.2785929,20.240388809801896
3694,2014,Alojamento e alimentação,MATO GROSSO,3658649.0,57352526.395583965,15.675875547390298
3695,2014,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,9517513.047714807,2.6013736348348275
3696,2014,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,46921478.40433678,12.824810033522423
3697,2014,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,4938399.213923347,1.3497876439973737
3698,2014,Atividades imobiliárias,MATO GROSSO,3658649.0,13921259.708379092,3.80502740448157
3699,2014,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,19292940.134669486,5.273241607672528
3700,2014,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,838813284.6299027,229.2685864727397
3701,2014,Construção,MATO GROSSO,3658649.0,208798366.18735388,57.06979985982637
3702,2014,Educação,MATO GROSSO,3658649.0,8308724.160071789,2.2709814907283508
3703,2014,Eletricidade e gás,MATO GROSSO,3658649.0,75761.30494974302,0.020707453748567577
3704,2014,Indústrias de transformação,MATO GROSSO,3658649.0,361424077.8337724,98.78621257020622
3705,2014,Indústrias extrativas,MATO GROSSO,3658649.0,29964721.092730816,8.190105444039812
3706,2014,Informação e comunicação,MATO GROSSO,3658649.0,11930189.445178764,3.2608182542733024
3707,2014,Outras atividades de serviços,MATO GROSSO,3658649.0,11943920.646985551,3.264571334114191
3708,2014,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,10503563.605818987,2.870885839504961
3709,2014,Serviços domésticos,MATO GROSSO,3658649.0,53980.46724940308,0.01475420770054823
3710,2014,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,223541497.0445658,61.0994651426157
3711,2014,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,4193158.0311453347,1.14609464617823
3719,2015,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,879.8846855063967,0.00024049442444639996
3720,2015,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,415375966.9424227,113.53260915229166
3721,2015,Alojamento e alimentação,MATO GROSSO,3658649.0,78653178.05535397,21.497874777097767
3722,2015,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,7438992.911360047,2.033262253733563
3723,2015,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,53591367.14369461,14.647856939458967
3724,2015,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,27021586.92044743,7.3856734877949295
3725,2015,Atividades imobiliárias,MATO GROSSO,3658649.0,30183048.188248217,8.249779683224112
3726,2015,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,27066675.903685987,7.397997431206433
3727,2015,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,1456415165.7734182,398.07458047312497
3728,2015,Construção,MATO GROSSO,3658649.0,385990338.34171695,105.50078412597573
3729,2015,Educação,MATO GROSSO,3658649.0,14730937.98297993,4.02633266623279
3730,2015,Eletricidade e gás,MATO GROSSO,3658649.0,6105159.423975654,1.6686923025345295
3731,2015,Indústrias de transformação,MATO GROSSO,3658649.0,461076232.91170007,126.02363137641792
3732,2015,Indústrias extrativas,MATO GROSSO,3658649.0,28449843.450746402,7.776051611058181
3733,2015,Informação e comunicação,MATO GROSSO,3658649.0,21041645.291438673,5.751206330926709
3734,2015,Outras atividades de serviços,MATO GROSSO,3658649.0,12027421.045395875,3.2873940750795922
3735,2015,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,18729811.75564968,5.119324580097648
3736,2015,Serviços domésticos,MATO GROSSO,3658649.0,5757.546178144074,0.0015736809347231926
3737,2015,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,412321196.63219404,112.69766425590267
3738,2015,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,5946828.052230766,1.6254163906487793
3747,2016,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,0.0,0.0
3748,2016,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,1304336650.6995807,356.5077302303612
3749,2016,Alojamento e alimentação,MATO GROSSO,3658649.0,96372704.72562136,26.341063251932983
3750,2016,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,5876661.475647661,1.6062381156671932
3751,2016,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,69464993.66344078,18.9865148756934
3752,2016,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,43049258.74569862,11.766435847138828
3753,2016,Atividades imobiliárias,MATO GROSSO,3658649.0,39790991.23382332,10.875870091343367
3754,2016,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,38110751.17565643,10.416618586712316
3755,2016,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,1644089014.3814788,449.370522939336
3756,2016,Construção,MATO GROSSO,3658649.0,250483782.02936137,68.46346343400566
3757,2016,Educação,MATO GROSSO,3658649.0,8016519.288364941,2.191114613171403
3758,2016,Eletricidade e gás,MATO GROSSO,3658649.0,3746959.948622443,1.0241375842892944
3759,2016,Indústrias de transformação,MATO GROSSO,3658649.0,413493049.97965896,113.01796099589191
3760,2016,Indústrias extrativas,MATO GROSSO,3658649.0,18115238.896071997,4.951346493219764
3761,2016,Informação e comunicação,MATO GROSSO,3658649.0,29419952.64083026,8.04120664235084
3762,2016,Outras atividades de serviços,MATO GROSSO,3658649.0,11482434.335633418,3.1384356180747095
3763,2016,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,29975323.88051574,8.19300345032162
3764,2016,Serviços domésticos,MATO GROSSO,3658649.0,759.59974053953,0.00020761754968556153
3765,2016,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,313721219.6832081,85.74783196835993
3766,2016,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,367495204.09854716,100.44560276171536
3775,2017,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,34304.529653872734,0.009376283336792553
3776,2017,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,633408724.9838915,173.12639856512376
3777,2017,Alojamento e alimentação,MATO GROSSO,3658649.0,95420610.9151227,26.080832273093893
3778,2017,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,5245791.773387965,1.4338056953230454
3779,2017,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,57452292.85769999,15.703144209160264
3780,2017,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,144456456.57796046,39.48355160004703
3781,2017,Atividades imobiliárias,MATO GROSSO,3658649.0,24344048.026699357,6.653835343783827
3782,2017,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,18354298.327764183,5.016687396840797
3783,2017,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,1191287288.679214,325.60852070783886
3784,2017,Construção,MATO GROSSO,3658649.0,294266823.92684835,80.43046051338851
3785,2017,Educação,MATO GROSSO,3658649.0,10532425.162631888,2.878774422643956
3786,2017,Eletricidade e gás,MATO GROSSO,3658649.0,1773537.4320596776,0.484752003283091
3787,2017,Indústrias de transformação,MATO GROSSO,3658649.0,584175543.1418773,159.66974233983015
3788,2017,Indústrias extrativas,MATO GROSSO,3658649.0,13155619.051050069,3.5957587216073663
3789,2017,Informação e comunicação,MATO GROSSO,3658649.0,25778009.115124132,7.045772665025842
3790,2017,Outras atividades de serviços,MATO GROSSO,3658649.0,7203034.6576521145,1.9687689793834047
3791,2017,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,18012793.937036186,4.923345731453383
3792,2017,Serviços domésticos,MATO GROSSO,3658649.0,2810.5090623154724,0.000768182206687625
3793,2017,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,227991208.77065676,62.31568231078105
3794,2017,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,374086255.073924,102.2471013409387
3803,2018,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,0.0,0.0
3804,2018,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,765260727.7422968,209.16483864461904
3805,2018,Alojamento e alimentação,MATO GROSSO,3658649.0,53018939.754044555,14.491398260408296
3806,2018,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,3088941.0689834757,0.844284616803491
3807,2018,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,58907698.43944271,16.10094284514385
3808,2018,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,65900013.56983622,18.012116923442566
3809,2018,Atividades imobiliárias,MATO GROSSO,3658649.0,35198925.18871767,9.620743938190756
3810,2018,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,13173293.927242223,3.600589705993175
3811,2018,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,747343812.2020402,204.2676988697304
3812,2018,Construção,MATO GROSSO,3658649.0,346493532.11563015,94.70532213274085
3813,2018,Educação,MATO GROSSO,3658649.0,7679142.105745842,2.0989010166719577
3814,2018,Eletricidade e gás,MATO GROSSO,3658649.0,0.0,0.0
3815,2018,Indústrias de transformação,MATO GROSSO,3658649.0,312226079.21116406,85.33917279606872
3816,2018,Indústrias extrativas,MATO GROSSO,3658649.0,5361602.714519471,1.4654597132765321
3817,2018,Informação e comunicação,MATO GROSSO,3658649.0,25614213.53076726,7.001003247583263
3818,2018,Outras atividades de serviços,MATO GROSSO,3658649.0,7342008.312602971,2.0067539445852747
3819,2018,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,31774314.76146703,8.68471251586775
3820,2018,Serviços domésticos,MATO GROSSO,3658649.0,2168.7094054868744,0.0005927623572217161
3821,2018,"Transporte, armazenagem e correio",MATO GROSSO,3658649.0,565381155.9394761,154.53276767994856
3822,2018,"Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,3658649.0,4585713.605883197,1.2533898731152393
3831,2019,"Administração pública, defesa e seguridade social",MATO GROSSO,3658649.0,0.0,0.0
3832,2019,"Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,3658649.0,499111564.43456554,136.41963589143575
3833,2019,Alojamento e alimentação,MATO GROSSO,3658649.0,56532076.00996115,15.451625999094516
3834,2019,"Artes, cultura, esporte e recreação",MATO GROSSO,3658649.0,2084721.3958380078,0.5698063399462501
3835,2019,Atividades administrativas e serviços complementares,MATO GROSSO,3658649.0,54445632.55982281,14.881348978768614
3836,2019,"Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,3658649.0,38537474.90425587,10.533252822081558
3837,2019,Atividades imobiliárias,MATO GROSSO,3658649.0,13178316.57957256,3.601962522114737
3838,2019,"Atividades profissionais, científicas e técnicas",MATO GROSSO,3658649.0,23375530.92923725,6.389115471103473
3839,2019,Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,3658649.0,515950933.53881043,141.02225535677525
3840,2019,Construção,MATO GROSSO,3658649.0,157536720.4903404,43.05871388327779
3841,2019,Educação,MATO GROSSO,3658649.0,15564245.481975961,4.254096384205197
3842,2019,Eletricidade e gás,MATO GROSSO,3658649.0,581.0118196647068,0.0001588050178261721
3843,2019,Indústrias de transformação,MATO GROSSO,3658649.0,266621603.23266315,72.87433236494213
3844,2019,Indústrias extrativas,MATO GROSSO,3658649.0,7010639.215861144,1.9161825077675239
3845,2019,Informação e comunicação,MATO GROSSO,3658649.0,25018751.8704275,6.838248727994268
3846,2019,Outras atividades de serviços,MATO GROSSO,3658649.0,9432992.20935245,2.578271982185897
3847,2019,Saúde humana e serviços sociais,MATO GROSSO,3658649.0,35211308.314019054,9.624128555108472
