,data,valor,data_divida,porte,valor_deflacionado
361,2015-10,0.82,2015-10,Até 1 salário mínimo,74723693785.89
362,2015-10,0.82,2015-10,Indisponível,826077946.3727634
363,2015-10,0.82,2015-10,Mais de 1 a 2 salários mínimos,130982346840.02817
364,2015-10,0.82,2015-10,Mais de 10 a 20 salários mínimos,224333026672.502
365,2015-10,0.82,2015-10,Mais de 2 a 3 salários mínimos,156455392880.86072
366,2015-10,0.82,2015-10,Mais de 3 a 5 salários mínimos,187114335063.96295
367,2015-10,0.82,2015-10,Mais de 5 a 10 salários mínimos,258782203455.01797
368,2015-10,0.82,2015-10,Sem rendimento,29151091422.181133
369,2015-11,1.01,2015-11,Acima de 20 salários mínimos,279266913415.4741
370,2015-11,1.01,2015-11,Até 1 salário mínimo,75800119225.73364
371,2015-11,1.01,2015-11,Indisponível,802719189.0087959
372,2015-11,1.01,2015-11,Mais de 1 a 2 salários mínimos,130529368400.78746
373,2015-11,1.01,2015-11,Mais de 10 a 20 salários mínimos,223412138133.10495
374,2015-11,1.01,2015-11,Mais de 2 a 3 salários mínimos,155228354846.07217
375,2015-11,1.01,2015-11,Mais de 3 a 5 salários mínimos,185475019930.93936
376,2015-11,1.01,2015-11,Mais de 5 a 10 salários mínimos,257323084431.2229
377,2015-11,1.01,2015-11,Sem rendimento,29258764837.584633
378,2015-12,0.96,2015-12,Acima de 20 salários mínimos,278579134006.5736
379,2015-12,0.96,2015-12,Até 1 salário mínimo,79499560720.16508
380,2015-12,0.96,2015-12,Indisponível,775309268.5672091
381,2015-12,0.96,2015-12,Mais de 1 a 2 salários mínimos,129056525454.95468
382,2015-12,0.96,2015-12,Mais de 10 a 20 salários mínimos,221878822653.0015
383,2015-12,0.96,2015-12,Mais de 2 a 3 salários mínimos,154003713250.37897
384,2015-12,0.96,2015-12,Mais de 3 a 5 salários mínimos,182962652457.78827
385,2015-12,0.96,2015-12,Mais de 5 a 10 salários mínimos,254904065883.72333
386,2015-12,0.96,2015-12,Sem rendimento,30229888385.03038
387,2016-01,1.27,2016-01,Acima de 20 salários mínimos,261390270026.47507
388,2016-01,1.27,2016-01,Até 1 salário mínimo,88483249528.45845
389,2016-01,1.27,2016-01,Indisponível,751412001.2175112
390,2016-01,1.27,2016-01,Mais de 1 a 2 salários mínimos,137636287599.71896
391,2016-01,1.27,2016-01,Mais de 10 a 20 salários mínimos,215746486172.91772
392,2016-01,1.27,2016-01,Mais de 2 a 3 salários mínimos,152087666613.947
393,2016-01,1.27,2016-01,Mais de 3 a 5 salários mínimos,186646292774.56384
394,2016-01,1.27,2016-01,Mais de 5 a 10 salários mínimos,250692670515.79138
395,2016-01,1.27,2016-01,Sem rendimento,28497111160.399467
396,2016-02,0.9,2016-02,Acima de 20 salários mínimos,255639005849.85645
397,2016-02,0.9,2016-02,Até 1 salário mínimo,88888954820.83676
398,2016-02,0.9,2016-02,Indisponível,249398369.49882892
399,2016-02,0.9,2016-02,Mais de 1 a 2 salários mínimos,137301868224.04681
400,2016-02,0.9,2016-02,Mais de 10 a 20 salários mínimos,213485474433.18924
401,2016-02,0.9,2016-02,Mais de 2 a 3 salários mínimos,151952302234.44296
402,2016-02,0.9,2016-02,Mais de 3 a 5 salários mínimos,185701348366.82318
403,2016-02,0.9,2016-02,Mais de 5 a 10 salários mínimos,249565490910.12177
404,2016-02,0.9,2016-02,Sem rendimento,26810059878.593025
405,2016-03,0.43,2016-03,Acima de 20 salários mínimos,251906836057.0695
406,2016-03,0.43,2016-03,Até 1 salário mínimo,93535423104.99318
407,2016-03,0.43,2016-03,Indisponível,241398136.03427368
408,2016-03,0.43,2016-03,Mais de 1 a 2 salários mínimos,136365641851.82806
409,2016-03,0.43,2016-03,Mais de 10 a 20 salários mínimos,210855486398.04913
410,2016-03,0.43,2016-03,Mais de 2 a 3 salários mínimos,151854753421.9231
411,2016-03,0.43,2016-03,Mais de 3 a 5 salários mínimos,186543332765.27017
412,2016-03,0.43,2016-03,Mais de 5 a 10 salários mínimos,250550239451.7189
413,2016-03,0.43,2016-03,Sem rendimento,24714135363.98832
414,2016-04,0.61,2016-04,Acima de 20 salários mínimos,241026536537.95316
415,2016-04,0.61,2016-04,Até 1 salário mínimo,68537712039.8178
416,2016-04,0.61,2016-04,Indisponível,233185279.96589437
417,2016-04,0.61,2016-04,Mais de 1 a 2 salários mínimos,169206289672.1617
418,2016-04,0.61,2016-04,Mais de 10 a 20 salários mínimos,205657582650.6143
419,2016-04,0.61,2016-04,Mais de 2 a 3 salários mínimos,158214568695.76407
420,2016-04,0.61,2016-04,Mais de 3 a 5 salários mínimos,184675738660.14493
421,2016-04,0.61,2016-04,Mais de 5 a 10 salários mínimos,253855936320.32086
422,2016-04,0.61,2016-04,Sem rendimento,23131439837.76378
423,2016-05,0.78,2016-05,Acima de 20 salários mínimos,242852600943.6397
424,2016-05,0.78,2016-05,Até 1 salário mínimo,67565260911.263306
425,2016-05,0.78,2016-05,Indisponível,221016145.20568097
426,2016-05,0.78,2016-05,Mais de 1 a 2 salários mínimos,167688640317.18326
427,2016-05,0.78,2016-05,Mais de 10 a 20 salários mínimos,204655660849.33887
428,2016-05,0.78,2016-05,Mais de 2 a 3 salários mínimos,161339757451.39206
429,2016-05,0.78,2016-05,Mais de 3 a 5 salários mínimos,182985700418.2972
430,2016-05,0.78,2016-05,Mais de 5 a 10 salários mínimos,252209456659.30917
431,2016-05,0.78,2016-05,Sem rendimento,23500447378.422073
432,2016-06,0.35,2016-06,Acima de 20 salários mínimos,245120802167.77142
433,2016-06,0.35,2016-06,Até 1 salário mínimo,79452150098.61868
434,2016-06,0.35,2016-06,Indisponível,210465329.73796323
435,2016-06,0.35,2016-06,Mais de 1 a 2 salários mínimos,167925666028.5987
436,2016-06,0.35,2016-06,Mais de 10 a 20 salários mínimos,204601406908.51416
437,2016-06,0.35,2016-06,Mais de 2 a 3 salários mínimos,155343733657.38867
438,2016-06,0.35,2016-06,Mais de 3 a 5 salários mínimos,182009920883.04025
439,2016-06,0.35,2016-06,Mais de 5 a 10 salários mínimos,252394217682.98224
440,2016-06,0.35,2016-06,Sem rendimento,18808867132.1649
441,2016-07,0.52,2016-07,Acima de 20 salários mínimos,241136602632.46484
442,2016-07,0.52,2016-07,Até 1 salário mínimo,78958824130.62808
443,2016-07,0.52,2016-07,Indisponível,202153693.97640285
444,2016-07,0.52,2016-07,Mais de 1 a 2 salários mínimos,167168797102.4805
445,2016-07,0.52,2016-07,Mais de 10 a 20 salários mínimos,203833332206.75763
446,2016-07,0.52,2016-07,Mais de 2 a 3 salários mínimos,155449348765.82794
447,2016-07,0.52,2016-07,Mais de 3 a 5 salários mínimos,182126027839.20972
448,2016-07,0.52,2016-07,Mais de 5 a 10 salários mínimos,252154861708.7002
449,2016-07,0.52,2016-07,Sem rendimento,24259037657.087357
450,2016-08,0.44,2016-08,Acima de 20 salários mínimos,243395711399.77133
451,2016-08,0.44,2016-08,Até 1 salário mínimo,83725991907.21036
452,2016-08,0.44,2016-08,Indisponível,196711706.70091105
453,2016-08,0.44,2016-08,Mais de 1 a 2 salários mínimos,165894417357.97366
454,2016-08,0.44,2016-08,Mais de 10 a 20 salários mínimos,205503325804.37488
455,2016-08,0.44,2016-08,Mais de 2 a 3 salários mínimos,155664231987.37186
456,2016-08,0.44,2016-08,Mais de 3 a 5 salários mínimos,181681164348.76587
457,2016-08,0.44,2016-08,Mais de 5 a 10 salários mínimos,253532771907.51297
458,2016-08,0.44,2016-08,Sem rendimento,12002521209.713793
459,2016-09,0.08,2016-09,Acima de 20 salários mínimos,241113738688.05865
460,2016-09,0.08,2016-09,Até 1 salário mínimo,82681590676.92989
461,2016-09,0.08,2016-09,Indisponível,198115669.867681
462,2016-09,0.08,2016-09,Mais de 1 a 2 salários mínimos,164573407140.306
463,2016-09,0.08,2016-09,Mais de 10 a 20 salários mínimos,205639099148.2124
464,2016-09,0.08,2016-09,Mais de 2 a 3 salários mínimos,157575227807.25958
465,2016-09,0.08,2016-09,Mais de 3 a 5 salários mínimos,180477484705.76205
466,2016-09,0.08,2016-09,Mais de 5 a 10 salários mínimos,253132230517.0778
467,2016-09,0.08,2016-09,Sem rendimento,12036225191.633179
468,2016-10,0.26,2016-10,Acima de 20 salários mínimos,237501343662.3011
469,2016-10,0.26,2016-10,Até 1 salário mínimo,89196844368.96724
470,2016-10,0.26,2016-10,Indisponível,187923394.91984433
471,2016-10,0.26,2016-10,Mais de 1 a 2 salários mínimos,163508268610.10995
472,2016-10,0.26,2016-10,Mais de 10 a 20 salários mínimos,203061267232.12155
473,2016-10,0.26,2016-10,Mais de 2 a 3 salários mínimos,152998930993.60132
474,2016-10,0.26,2016-10,Mais de 3 a 5 salários mínimos,178697137557.277
475,2016-10,0.26,2016-10,Mais de 5 a 10 salários mínimos,249692026907.07724
476,2016-10,0.26,2016-10,Sem rendimento,11598709184.432674
477,2016-11,0.18,2016-11,Acima de 20 salários mínimos,237160458208.94794
478,2016-11,0.18,2016-11,Até 1 salário mínimo,91817312601.25328
479,2016-11,0.18,2016-11,Indisponível,176815363.1579667
480,2016-11,0.18,2016-11,Mais de 1 a 2 salários mínimos,164878422839.1754
481,2016-11,0.18,2016-11,Mais de 10 a 20 salários mínimos,203532837616.51532
482,2016-11,0.18,2016-11,Mais de 2 a 3 salários mínimos,153414446976.1488
483,2016-11,0.18,2016-11,Mais de 3 a 5 salários mínimos,178135177792.608
484,2016-11,0.18,2016-11,Mais de 5 a 10 salários mínimos,248832069023.6036
485,2016-11,0.18,2016-11,Sem rendimento,11853483993.521578
486,2016-12,0.3,2016-12,Acima de 20 salários mínimos,237706025932.56876
487,2016-12,0.3,2016-12,Até 1 salário mínimo,76994125083.38068
488,2016-12,0.3,2016-12,Indisponível,171606080.75482792
489,2016-12,0.3,2016-12,Mais de 1 a 2 salários mínimos,165430778769.9729
490,2016-12,0.3,2016-12,Mais de 10 a 20 salários mínimos,203122847197.6343
491,2016-12,0.3,2016-12,Mais de 2 a 3 salários mínimos,155682831109.67004
492,2016-12,0.3,2016-12,Mais de 3 a 5 salários mínimos,177299459792.8092
493,2016-12,0.3,2016-12,Mais de 5 a 10 salários mínimos,246303826111.38135
494,2016-12,0.3,2016-12,Sem rendimento,34642791553.7875
495,2017-01,0.38,2017-01,Acima de 20 salários mínimos,228515690429.16028
496,2017-01,0.38,2017-01,Até 1 salário mínimo,107048858310.42027
497,2017-01,0.38,2017-01,Indisponível,163100521.48044223
498,2017-01,0.38,2017-01,Mais de 1 a 2 salários mínimos,172412424528.97293
499,2017-01,0.38,2017-01,Mais de 10 a 20 salários mínimos,198676895425.04498
500,2017-01,0.38,2017-01,Mais de 2 a 3 salários mínimos,153898749081.2427
501,2017-01,0.38,2017-01,Mais de 3 a 5 salários mínimos,179621061845.85168
502,2017-01,0.38,2017-01,Mais de 5 a 10 salários mínimos,245206892667.5772
503,2017-01,0.38,2017-01,Sem rendimento,12049323730.056162
504,2017-02,0.33,2017-02,Acima de 20 salários mínimos,224898356785.94495
505,2017-02,0.33,2017-02,Até 1 salário mínimo,116694741429.58902
506,2017-02,0.33,2017-02,Indisponível,158089371.34141567
507,2017-02,0.33,2017-02,Mais de 1 a 2 salários mínimos,182048091995.47906
508,2017-02,0.33,2017-02,Mais de 10 a 20 salários mínimos,194348280718.25336
509,2017-02,0.33,2017-02,Mais de 2 a 3 salários mínimos,148744630964.34717
510,2017-02,0.33,2017-02,Mais de 3 a 5 salários mínimos,177823139640.01123
511,2017-02,0.33,2017-02,Mais de 5 a 10 salários mínimos,243276909057.48953
512,2017-02,0.33,2017-02,Sem rendimento,12095771370.512383
513,2017-03,0.25,2017-03,Acima de 20 salários mínimos,234635127343.78125
514,2017-03,0.25,2017-03,Até 1 salário mínimo,70499566950.38397
515,2017-03,0.25,2017-03,Indisponível,145543839.59231848
516,2017-03,0.25,2017-03,Mais de 1 a 2 salários mínimos,183107302747.0472
517,2017-03,0.25,2017-03,Mais de 10 a 20 salários mínimos,200800112733.06967
518,2017-03,0.25,2017-03,Mais de 2 a 3 salários mínimos,157784000431.4401
519,2017-03,0.25,2017-03,Mais de 3 a 5 salários mínimos,192164650969.50412
520,2017-03,0.25,2017-03,Mais de 5 a 10 salários mínimos,252868310161.07352
521,2017-03,0.25,2017-03,Sem rendimento,12678764905.298513
522,2017-04,0.14,2017-04,Acima de 20 salários mínimos,237381253571.7231
523,2017-04,0.14,2017-04,Até 1 salário mínimo,71035902492.90689
524,2017-04,0.14,2017-04,Indisponível,133150785.44559671
525,2017-04,0.14,2017-04,Mais de 1 a 2 salários mínimos,183611732822.06354
526,2017-04,0.14,2017-04,Mais de 10 a 20 salários mínimos,200502756258.04022
527,2017-04,0.14,2017-04,Mais de 2 a 3 salários mínimos,158150537371.50427
528,2017-04,0.14,2017-04,Mais de 3 a 5 salários mínimos,192218721658.77786
529,2017-04,0.14,2017-04,Mais de 5 a 10 salários mínimos,252577461062.1577
530,2017-04,0.14,2017-04,Sem rendimento,12629205311.965092
531,2017-05,0.31,2017-05,Acima de 20 salários mínimos,240284629561.23407
532,2017-05,0.31,2017-05,Até 1 salário mínimo,73197533558.69765
533,2017-05,0.31,2017-05,Indisponível,123222787.35093124
534,2017-05,0.31,2017-05,Mais de 1 a 2 salários mínimos,184192966856.21063
535,2017-05,0.31,2017-05,Mais de 10 a 20 salários mínimos,201565993311.72867
536,2017-05,0.31,2017-05,Mais de 2 a 3 salários mínimos,158407271782.57245
537,2017-05,0.31,2017-05,Mais de 3 a 5 salários mínimos,192938135471.49945
538,2017-05,0.31,2017-05,Mais de 5 a 10 salários mínimos,253399878353.90735
539,2017-05,0.31,2017-05,Sem rendimento,12395215594.8494
540,2017-06,-0.23,2017-06,Acima de 20 salários mínimos,233126553809.16855
541,2017-06,-0.23,2017-06,Até 1 salário mínimo,77534445058.48251
542,2017-06,-0.23,2017-06,Indisponível,115483623.87966974
543,2017-06,-0.23,2017-06,Mais de 1 a 2 salários mínimos,186725117689.13187
544,2017-06,-0.23,2017-06,Mais de 10 a 20 salários mínimos,200778132462.26544
545,2017-06,-0.23,2017-06,Mais de 2 a 3 salários mínimos,158909566424.19287
546,2017-06,-0.23,2017-06,Mais de 3 a 5 salários mínimos,196143545362.94608
547,2017-06,-0.23,2017-06,Mais de 5 a 10 salários mínimos,261467116537.8394
548,2017-06,-0.23,2017-06,Sem rendimento,11812674607.597803
549,2017-07,0.24,2017-07,Acima de 20 salários mínimos,233417677533.95627
550,2017-07,0.24,2017-07,Até 1 salário mínimo,68463786594.60369
551,2017-07,0.24,2017-07,Indisponível,110225820.3715024
552,2017-07,0.24,2017-07,Mais de 1 a 2 salários mínimos,188482734598.123
553,2017-07,0.24,2017-07,Mais de 10 a 20 salários mínimos,205223288324.1151
554,2017-07,0.24,2017-07,Mais de 2 a 3 salários mínimos,162736036560.11615
555,2017-07,0.24,2017-07,Mais de 3 a 5 salários mínimos,199567671199.30112
556,2017-07,0.24,2017-07,Mais de 5 a 10 salários mínimos,263355293853.0276
557,2017-07,0.24,2017-07,Sem rendimento,13127252865.80417
558,2017-08,0.19,2017-08,Acima de 20 salários mínimos,233258313940.10794
559,2017-08,0.19,2017-08,Até 1 salário mínimo,72509470540.93236
560,2017-08,0.19,2017-08,Indisponível,105983068.78210504
561,2017-08,0.19,2017-08,Mais de 1 a 2 salários mínimos,187691900177.51224
562,2017-08,0.19,2017-08,Mais de 10 a 20 salários mínimos,205470475177.7533
563,2017-08,0.19,2017-08,Mais de 2 a 3 salários mínimos,163957176948.33087
564,2017-08,0.19,2017-08,Mais de 3 a 5 salários mínimos,200646015007.29977
565,2017-08,0.19,2017-08,Mais de 5 a 10 salários mínimos,262743408537.88516
566,2017-08,0.19,2017-08,Sem rendimento,13497386938.84275
567,2017-09,0.16,2017-09,Acima de 20 salários mínimos,231588968902.74774
568,2017-09,0.16,2017-09,Até 1 salário mínimo,74114214121.02475
569,2017-09,0.16,2017-09,Indisponível,97025386.82668844
570,2017-09,0.16,2017-09,Mais de 1 a 2 salários mínimos,187972715980.71527
571,2017-09,0.16,2017-09,Mais de 10 a 20 salários mínimos,205575414164.37845
572,2017-09,0.16,2017-09,Mais de 2 a 3 salários mínimos,164092675552.2757
573,2017-09,0.16,2017-09,Mais de 3 a 5 salários mínimos,201151200377.92447
574,2017-09,0.16,2017-09,Mais de 5 a 10 salários mínimos,263210825082.8283
575,2017-09,0.16,2017-09,Sem rendimento,13017751531.855476
576,2017-10,0.42,2017-10,Acima de 20 salários mínimos,236190814149.33392
577,2017-10,0.42,2017-10,Até 1 salário mínimo,69241664319.03897
578,2017-10,0.42,2017-10,Indisponível,90882071.6282704
579,2017-10,0.42,2017-10,Mais de 1 a 2 salários mínimos,182558343863.53265
580,2017-10,0.42,2017-10,Mais de 10 a 20 salários mínimos,204825220847.2963
581,2017-10,0.42,2017-10,Mais de 2 a 3 salários mínimos,164055761780.26553
582,2017-10,0.42,2017-10,Mais de 3 a 5 salários mínimos,207470255329.9391
583,2017-10,0.42,2017-10,Mais de 5 a 10 salários mínimos,265003072212.5179
584,2017-10,0.42,2017-10,Sem rendimento,13235218447.58997
585,2017-11,0.28,2017-11,Acima de 20 salários mínimos,232924636992.14755
586,2017-11,0.28,2017-11,Até 1 salário mínimo,65740610348.37519
587,2017-11,0.28,2017-11,Indisponível,82808107.78420117
588,2017-11,0.28,2017-11,Mais de 1 a 2 salários mínimos,182523208438.42053
589,2017-11,0.28,2017-11,Mais de 10 a 20 salários mínimos,204826022657.4451
590,2017-11,0.28,2017-11,Mais de 2 a 3 salários mínimos,166621358459.01627
591,2017-11,0.28,2017-11,Mais de 3 a 5 salários mínimos,210575876377.80212
592,2017-11,0.28,2017-11,Mais de 5 a 10 salários mínimos,267049336070.8479
593,2017-11,0.28,2017-11,Sem rendimento,13782284306.22627
594,2017-12,0.44,2017-12,Acima de 20 salários mínimos,234153594610.4117
595,2017-12,0.44,2017-12,Até 1 salário mínimo,65593515472.437584
596,2017-12,0.44,2017-12,Indisponível,76745731.42340761
597,2017-12,0.44,2017-12,Mais de 1 a 2 salários mínimos,182883399675.61502
598,2017-12,0.44,2017-12,Mais de 10 a 20 salários mínimos,205246596110.99792
599,2017-12,0.44,2017-12,Mais de 2 a 3 salários mínimos,167458413245.15158
600,2017-12,0.44,2017-12,Mais de 3 a 5 salários mínimos,210470317601.494
601,2017-12,0.44,2017-12,Mais de 5 a 10 salários mínimos,267006736375.46558
602,2017-12,0.44,2017-12,Sem rendimento,13564372617.983555
603,2018-01,0.29,2018-01,Acima de 20 salários mínimos,231592968424.9568
604,2018-01,0.29,2018-01,Até 1 salário mínimo,66011199597.522026
605,2018-01,0.29,2018-01,Indisponível,71311240.56762451
606,2018-01,0.29,2018-01,Mais de 1 a 2 salários mínimos,183940511583.53326
607,2018-01,0.29,2018-01,Mais de 10 a 20 salários mínimos,203003914113.96893
608,2018-01,0.29,2018-01,Mais de 2 a 3 salários mínimos,167884881812.56918
609,2018-01,0.29,2018-01,Mais de 3 a 5 salários mínimos,212654528602.08667
610,2018-01,0.29,2018-01,Mais de 5 a 10 salários mínimos,266700894546.49298
611,2018-01,0.29,2018-01,Sem rendimento,14640914956.488674
612,2018-02,0.32,2018-02,Acima de 20 salários mínimos,232697765501.15543
613,2018-02,0.32,2018-02,Até 1 salário mínimo,68395801716.50842
614,2018-02,0.32,2018-02,Indisponível,67871606.89344874
615,2018-02,0.32,2018-02,Mais de 1 a 2 salários mínimos,184370196106.25446
616,2018-02,0.32,2018-02,Mais de 10 a 20 salários mínimos,202888912360.46274
617,2018-02,0.32,2018-02,Mais de 2 a 3 salários mínimos,167256637052.7946
618,2018-02,0.32,2018-02,Mais de 3 a 5 salários mínimos,213124560464.5916
619,2018-02,0.32,2018-02,Mais de 5 a 10 salários mínimos,265782112971.69666
620,2018-02,0.32,2018-02,Sem rendimento,13868064172.865047
621,2018-03,0.09,2018-03,Acima de 20 salários mínimos,236425183742.28897
622,2018-03,0.09,2018-03,Até 1 salário mínimo,68452926008.323586
623,2018-03,0.09,2018-03,Indisponível,65023739.20742602
624,2018-03,0.09,2018-03,Mais de 1 a 2 salários mínimos,182226413662.79196
625,2018-03,0.09,2018-03,Mais de 10 a 20 salários mínimos,204272880668.38385
626,2018-03,0.09,2018-03,Mais de 2 a 3 salários mínimos,169020471187.51538
627,2018-03,0.09,2018-03,Mais de 3 a 5 salários mínimos,214414893824.15555
628,2018-03,0.09,2018-03,Mais de 5 a 10 salários mínimos,266162136599.14667
629,2018-03,0.09,2018-03,Sem rendimento,13540021796.50445
630,2018-04,0.22,2018-04,Acima de 20 salários mínimos,241262030789.2366
631,2018-04,0.22,2018-04,Até 1 salário mínimo,68448192063.870285
632,2018-04,0.22,2018-04,Indisponível,60704081.9692985
633,2018-04,0.22,2018-04,Mais de 1 a 2 salários mínimos,183195875432.00763
634,2018-04,0.22,2018-04,Mais de 10 a 20 salários mínimos,205438133535.84064
635,2018-04,0.22,2018-04,Mais de 2 a 3 salários mínimos,170395339303.57187
636,2018-04,0.22,2018-04,Mais de 3 a 5 salários mínimos,215548973444.7636
637,2018-04,0.22,2018-04,Mais de 5 a 10 salários mínimos,267759542324.99872
638,2018-04,0.22,2018-04,Sem rendimento,13631083356.602097
639,2018-05,0.4,2018-05,Acima de 20 salários mínimos,243578277124.73502
640,2018-05,0.4,2018-05,Até 1 salário mínimo,66752272959.78533
641,2018-05,0.4,2018-05,Indisponível,55537043.06916756
642,2018-05,0.4,2018-05,Mais de 1 a 2 salários mínimos,184981274033.2606
643,2018-05,0.4,2018-05,Mais de 10 a 20 salários mínimos,206356233488.5204
644,2018-05,0.4,2018-05,Mais de 2 a 3 salários mínimos,172198574472.46384
645,2018-05,0.4,2018-05,Mais de 3 a 5 salários mínimos,217450271379.11
646,2018-05,0.4,2018-05,Mais de 5 a 10 salários mínimos,269927945017.4963
647,2018-05,0.4,2018-05,Sem rendimento,13241783093.315662
648,2018-06,1.26,2018-06,Acima de 20 salários mínimos,248815299795.45956
649,2018-06,1.26,2018-06,Até 1 salário mínimo,67022618369.7666
650,2018-06,1.26,2018-06,Indisponível,52596617.996024
651,2018-06,1.26,2018-06,Mais de 1 a 2 salários mínimos,185421245959.95343
652,2018-06,1.26,2018-06,Mais de 10 a 20 salários mínimos,207318523796.44196
653,2018-06,1.26,2018-06,Mais de 2 a 3 salários mínimos,173437259147.90317
654,2018-06,1.26,2018-06,Mais de 3 a 5 salários mínimos,218506576990.50476
655,2018-06,1.26,2018-06,Mais de 5 a 10 salários mínimos,268961099028.96545
656,2018-06,1.26,2018-06,Sem rendimento,12043145442.326511
657,2018-07,0.33,2018-07,Acima de 20 salários mínimos,245337756021.00974
658,2018-07,0.33,2018-07,Até 1 salário mínimo,66175171255.87186
659,2018-07,0.33,2018-07,Indisponível,48563545.54015327
660,2018-07,0.33,2018-07,Mais de 1 a 2 salários mínimos,184313111865.42688
661,2018-07,0.33,2018-07,Mais de 10 a 20 salários mínimos,205933666095.55588
662,2018-07,0.33,2018-07,Mais de 2 a 3 salários mínimos,172956052135.04468
663,2018-07,0.33,2018-07,Mais de 3 a 5 salários mínimos,217308778465.3547
664,2018-07,0.33,2018-07,Mais de 5 a 10 salários mínimos,267168137792.7446
665,2018-07,0.33,2018-07,Sem rendimento,12435655880.13643
666,2018-08,-0.09,2018-08,Acima de 20 salários mínimos,248787108079.66245
667,2018-08,-0.09,2018-08,Até 1 salário mínimo,66559993120.11233
668,2018-08,-0.09,2018-08,Indisponível,46655859.784273885
669,2018-08,-0.09,2018-08,Mais de 1 a 2 salários mínimos,185380042760.1432
670,2018-08,-0.09,2018-08,Mais de 10 a 20 salários mínimos,207117844166.4834
671,2018-08,-0.09,2018-08,Mais de 2 a 3 salários mínimos,174155840993.01892
672,2018-08,-0.09,2018-08,Mais de 3 a 5 salários mínimos,218785057499.18497
673,2018-08,-0.09,2018-08,Mais de 5 a 10 salários mínimos,268834326793.3244
674,2018-08,-0.09,2018-08,Sem rendimento,12352602258.900324
675,2018-09,0.48,2018-09,Acima de 20 salários mínimos,249818357905.90353
676,2018-09,0.48,2018-09,Até 1 salário mínimo,68608572092.33295
677,2018-09,0.48,2018-09,Indisponível,44428403.68352698
678,2018-09,0.48,2018-09,Mais de 1 a 2 salários mínimos,190181976905.84903
679,2018-09,0.48,2018-09,Mais de 10 a 20 salários mínimos,207485254096.49796
680,2018-09,0.48,2018-09,Mais de 2 a 3 salários mínimos,173311694226.72803
681,2018-09,0.48,2018-09,Mais de 3 a 5 salários mínimos,220317875187.23865
682,2018-09,0.48,2018-09,Mais de 5 a 10 salários mínimos,269935179159.91397
683,2018-09,0.48,2018-09,Sem rendimento,12576958361.52401
684,2018-10,0.45,2018-10,Acima de 20 salários mínimos,250599163111.73282
685,2018-10,0.45,2018-10,Até 1 salário mínimo,70070358191.37648
686,2018-10,0.45,2018-10,Indisponível,40825135.59245257
687,2018-10,0.45,2018-10,Mais de 1 a 2 salários mínimos,195398960458.36584
688,2018-10,0.45,2018-10,Mais de 10 a 20 salários mínimos,207662540483.40512
689,2018-10,0.45,2018-10,Mais de 2 a 3 salários mínimos,172288186661.6395
690,2018-10,0.45,2018-10,Mais de 3 a 5 salários mínimos,218995257713.02893
691,2018-10,0.45,2018-10,Mais de 5 a 10 salários mínimos,269309039979.01318
692,2018-10,0.45,2018-10,Sem rendimento,12873430012.752226
693,2018-11,-0.21,2018-11,Acima de 20 salários mínimos,249311126566.8174
694,2018-11,-0.21,2018-11,Até 1 salário mínimo,67332772743.03017
695,2018-11,-0.21,2018-11,Indisponível,9050189317.280672
696,2018-11,-0.21,2018-11,Mais de 1 a 2 salários mínimos,192228065768.25958
697,2018-11,-0.21,2018-11,Mais de 10 a 20 salários mínimos,208676401175.66306
698,2018-11,-0.21,2018-11,Mais de 2 a 3 salários mínimos,173744294373.35953
699,2018-11,-0.21,2018-11,Mais de 3 a 5 salários mínimos,219016888476.68073
700,2018-11,-0.21,2018-11,Mais de 5 a 10 salários mínimos,271027159494.1989
701,2018-11,-0.21,2018-11,Sem rendimento,3817158690.66483
702,2018-12,0.15,2018-12,Acima de 20 salários mínimos,253025822830.227
703,2018-12,0.15,2018-12,Até 1 salário mínimo,68033018251.65345
704,2018-12,0.15,2018-12,Indisponível,10083276421.933735
705,2018-12,0.15,2018-12,Mais de 1 a 2 salários mínimos,191934599345.76425
706,2018-12,0.15,2018-12,Mais de 10 a 20 salários mínimos,210580683035.65128
707,2018-12,0.15,2018-12,Mais de 2 a 3 salários mínimos,175497184052.72012
708,2018-12,0.15,2018-12,Mais de 3 a 5 salários mínimos,220647236137.24744
709,2018-12,0.15,2018-12,Mais de 5 a 10 salários mínimos,272238429217.35538
710,2018-12,0.15,2018-12,Sem rendimento,3682037152.8241315
711,2019-01,0.32,2019-01,Acima de 20 salários mínimos,244426982032.22794
712,2019-01,0.32,2019-01,Até 1 salário mínimo,73586207033.36801
713,2019-01,0.32,2019-01,Indisponível,10448891810.230356
714,2019-01,0.32,2019-01,Mais de 1 a 2 salários mínimos,203243804128.67096
715,2019-01,0.32,2019-01,Mais de 10 a 20 salários mínimos,203728039277.82184
716,2019-01,0.32,2019-01,Mais de 2 a 3 salários mínimos,176188191313.04385
717,2019-01,0.32,2019-01,Mais de 3 a 5 salários mínimos,222359416273.66702
718,2019-01,0.32,2019-01,Mais de 5 a 10 salários mínimos,272453938987.53207
719,2019-01,0.32,2019-01,Sem rendimento,3413148860.657787
720,2019-02,0.43,2019-02,Acima de 20 salários mínimos,247080638286.3436
721,2019-02,0.43,2019-02,Até 1 salário mínimo,73408923878.8101
722,2019-02,0.43,2019-02,Indisponível,12080774099.741802
723,2019-02,0.43,2019-02,Mais de 1 a 2 salários mínimos,201702689299.82318
